"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"光上金属(株)","令5.5.19","令5.9.25","名古屋銀行","覚王山支店","775238","",""
"(株)ダイキスチール","令5.4.25","令5.8.25","知多信用金庫","本店営業部","2150000","",""
"(株)ダイキスチール","令5.4.20","令5.8.31","十六銀行","柳ケ瀬支店","500000","",""
"(株)ダイキスチール","令5.4.30","令5.9.10","岐阜信用金庫","切通支店","4325429","",""
"(有)大橋","令5.5.15","令5.9.30","三菱UFJ銀行","今池支店","525677","",""
"(有)大橋","令5.5.20","令5.9.30","瀬戸信用金庫","車道支店","3800000","",""
"クリーンメタル(株)","令5.4.20","令5.8.31","西尾信用金庫","鳴海支店","1239946","",""
"クリーンメタル(株)","令5.4.20","令5.9.3","東邦銀行","平野支店","777546","",""
"クリーンメタル(株)","令5.4.30","令5.9.5","三菱UFJ銀行","川崎駅前支店","1541181","",""
"クリーンメタル(株)","令5.4.28","令5.9.5","埼玉りそな銀行","川口支店","1545029","",""
"クリーンメタル(株)","令5.4.25","令5.9.8","千葉銀行","馬橋支店","240500","",""
"(有)メイセイ","令5.5.5","令5.8.5","りそな銀行","津支店","1965758","",""
"(有)メイセイ","令5.5.5","令5.8.5","りそな銀行","津支店","5000000","",""
"(有)メイセイ","令5.4.30","令5.8.31","静岡銀行","小松支店","958650","",""
"(有)メイセイ","令5.5.10","令5.9.5","百五銀行","江場支店","10000000","",""
"(有)メイセイ","令5.5.10","令5.9.5","百五銀行","江場支店","2162360","",""
"(有)メイセイ","令5.5.20","令5.9.30","百五銀行","江場支店","4071644","",""
"(有)メイセイ","令5.5.31","令5.9.30","百五銀行","江場支店","2942833","",""
"(有)メイセイ","令5.5.20","令5.10.5","瀬戸信用金庫","恵方支店","1393298","",""
"ミヅホ工業(株)","令5.5.25","令5.8.25","岐阜信用金庫","楠町支店","800000","",""
"井上ステンレス(株)","令5.5.25","令5.9.30","碧海信用金庫","東海北支店","1945666","",""
"大和特殊鋼(株)","令5.5.31","令5.9.30","りそな銀行","大阪西区支店","4854659","",""
"大和シャーリング(株)","令5.5.31","令5.9.30","りそな銀行","大阪西区支店","2262871","",""
"計","","","","","","",""
