"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ヒラノK&E","令和5.5.25","令和5.9.25","","","30000000","",""
"ヒラノK&E","令和5.5.25","令和5.9.25","","","4485000","",""
"ヒラノテクシード","令和5.2.27","令和5.6.25","","","96287176","商工中金和歌山支店","電子記録債権"
"ヒラノテクシード","令和5.3.27","令和5.7.25","","","7682446","商工中金和歌山支店","電子記録債権"
"ヒラノテクシード","令和5.4.25","令和5.8.25","","","23522773","商工中金和歌山支店","電子記録債権"
"ヒラノK&E","令和5.2.27","令和5.6.25","","","2065341","商工中金和歌山支店",""
"ヒラノK&E","令和5.3.27","令和5.7.25","","","465996","商工中金和歌山支店",""
"ヒラノK&E","令和5.4.25","令和5.8.25","","","65782772","商工中金和歌山支店","4枚"
"ヒラノテクシード","令和5.5.25","令和5.9.25","","","50978620","",""
"計","","","","","281270124","",""
