"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"芝池運輸(株)","4.5.6","4.11.30","","","571100","",""
"芝池運輸(株)","4.5.31","4.12.31","","","457000","",""
"(株)松本シャリング工場","4.5.31","4.9.10","","","130900","",""
"双和運輸倉庫(株)","4.6.28","4.9.30","","","362000","",""
"ジャパンノップ(株)","4.6.28","4.10.10","","","290000","",""
"(株)ナカジマ","4.6.28","4.10.10","","","284900","",""
"(株)松本シャリング工場","4.6.28","4.10.10","","","118800","",""
"小計","","","","","2214700","",""
"芝池運輸(株)","4.4.5","4.8.31","","","531700","","譲渡手形"
"(株)松本シャリング工場","4.4.5","4.7.10","","","169400","","譲渡手形"
"(株)ナカジマ","4.4.5","4.7.10","","","376200","","譲渡手形"
"芝池運輸(株)","4.5.6","4.7.31","","","202600","","譲渡手形"
"芝池運輸(株)","4.5.6","4.9.30","","","500000","","譲渡手形"
"芝池運輸(株)","4.5.6","4.10.31","","","309200","","譲渡手形"
"ジャパンノップ(株)","4.5.6","4.8.10","","","500000","","譲渡手形"
"双和運輸倉庫(株)","4.5.6","4.7.31","","","347000","","譲渡手形"
"(株)ナカジマ","4.5.6","4.8.10","","","300300","","譲渡手形"
"(株)松本シャリング工場","4.5.6","4.8.10","","","204600","","譲渡手形"
"ジャパンノップ(株)","4.6.6","4.9.10","","","500000","","譲渡手形"
"(株)ナカジマ","4.6.6","4.9.20","","","242000","","譲渡手形"
"双和運輸倉庫(株)","4.6.6","4.8.31","","","417000","","譲渡手形"
"小計","","","","","4600000","",""
"計","","","","","6814700","",""
