"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)泰和新潟","","","第四北越銀行","","559460","",""
"〃","","","〃","","696960","",""
"(株)駒井技研","","","〃","","1107200","",""
"〃","","","群馬銀行","","1562000","",""
"平田バルブ工業(株)","","","みずほ銀行","","530885","",""
"オグラ宝石精機工業(株)","","","三菱UFJ銀行","","148500","",""
"(株)アサヒプレジョン","","","第四北越銀行","","1933800","",""
"〃","","","第四北越銀行","","1367850","",""
"〃","","","〃","","2201100","",""
"(株)若田部鐵工所","","","足利銀行","","197230","",""
"〃","","","〃","","322080","",""
"西川工具(株)","","","第四北越銀行","","168996","",""
"(有)エヌテイ","","","長岡信用金庫","","111540","",""
"〃","","","第四北越銀行","","154000","",""
"日鋼YPK商事(株)","","","三井住友銀行","","34485000","",""
"エスエヌ環境テクノロジー(株)","","","三菱UFJ銀行","","11510400","",""
"西田技研工業(株)","","","八十二銀行","","989596","",""
"〃","","","〃","","1055596","",""
"〃","","","〃","","646396","",""
"合計","","","","","59748589","",""
