"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)エイポス京都","5.1.30","5.5.1","京都銀行","京都駅前","859430","広島銀行本川支店","割引手形"
"中央サトー販売","5.2.1","5.5.15","りそな銀行","東京中央","410006","広島信用金庫五日市中央支店","同上"
"オザキ尾崎織マーク","5.1.12","5.5.10","京都銀行","本店","377001","同上","同上"
"ワイエイシイガーダー","5.1.30","5.5.10","西武信金","三ツ原支店","538120","同上","同上"
"同上","5.2.27","5.6.12","同上","同上","1378960","同上","同上"
"アズマレーベル(株)","5.1.23","5.5.22","三菱UFJ銀行","天六支店","263596","同上","同上"
"(株)サンテック","4.12.28","5.5.1","同上","尼崎駅前支店","3740420","同上","同上"
"同上","5.1.30","5.5.31","同上","同上","2582833","同上","同上"
"同上","5.2.27","5.6.30","同上","同上","1813878","同上","同上"
"(株)シーネット本社","5.2.28","5.6.30","伊予銀行","川之江支店","486480","同上","同上"
"(株)チューチク","5.1.20","5.5.1","広島銀行","広島西支店","1119910","同上","同上"
"同上","5.2.20","5.5.31","同上","同上","836880","同上","同上"
"テンタック","4.12.28","5.5.1","三菱UFJ銀行","本所","382470","同上","同上"
"同上","5.1.30","5.5.31","同上","同上","552409","同上","同上"
"同上","5.3.1","5.6.30","同上","同上","724130","同上","同上"
"DNPデータテクノ","5.2.24","5.6.5","みずほ銀行","市ヶ谷支店","1287330","同上","同上"
"トッパンインフォ本社","5.2.2","5.5.10","三菱UFJ銀行","本店","2168628","同上","同上"
"同上","5.3.2","5.6.12","同上","同上","1887556","同上","同上"
"日本通信紙広島","4.12.27","5.5.1","みずほ銀行","銀座中央","964040","同上","同上"
"同上","5.1.31","5.5.31","同上","同上","44000","同上","同上"
"同上","5.1.31","5.5.31","同上","同上","1080860","同上","同上"
"同上","5.2.28","5.6.30","同上","同上","637857","同上","同上"
"(株)富士栄シスコム","5.1.7","5.5.8","同上","浦和支店","594000","同上","同上"
"合計","","","","","","",""
