"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"三星商事(株)","","4.10.15","","","883776","",""
"松山開成(株)","","4.10.15","","","836578","",""
"松山開成(株)","","4.11.15","","","2354725","",""
"四国アセレチン工業(株)","","4.11.30","","","110000","",""
"井上建設(株)","","4.10.20","","","1626144","",""
"東鉱商事(株)","","4.10.31","","","1760000","",""
"三星商事(株)","","4.11.15","","","1491196","",""
"松山開成(株)","","4.11.15","","","1053463","",""
"宮本鉄工建設(株)","","4.10.20","","","1367740","",""
"(株)ヤブ原","","4.12.31","","","154000","",""
"東鉱商事(株)","","4.11.30","","","2640000","",""
"(株)秦商事","","5.1.15","","","139150","",""
"松山開成(株)","","5.1.15","","","1579295","",""
"(株)シバタ","","5.1.31","","","924825","",""
"東鉱商事(株)","","4.12.31","","","1760000","",""
"(株)ヤブ原","","5.1.31","","","569745","",""
"計","","","","","19250637","",""
