"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"中村技研(株)","5.1.31","5.4.28","足利銀行","鳥山支店","1791485","",""
"中村技研(株)","5.2.28","5.5.31","足利銀行","鳥山支店","2383746","",""
"大和プレス(株)","5.2.28","5.6.1","横浜銀行","大和支店","180000","",""
"中村技研(株)","5.3.31","5.6.30","足利銀行","鳥山支店","2953793","",""
"大和プレス(株)","5.3.31","5.7.3","横浜銀行","大和支店","170000","",""
"受取手形計","","","","","7479024","",""
"東洋発條工業(株)","4.11.30","5.4.4","みずほ銀行","葛飾支店","131515","",""
"オートリブ(株)","5.2.20","5.5.19","三菱UFJ銀行","","14367","",""
"THKリズム(株)","5.3.31","5.5.31","三菱UFJ銀行","","1541347","",""
"(株)ディーアクト","5.3.31","5.5.31","三菱UFJ銀行","","670281","",""
"オートリブ(株)","5.3.20","5.6.16","三菱UFJ銀行","","33523","",""
"三菱自動車工業(株)","5.3.31","5.6.30","三菱UFJ銀行","本店","2200000","",""
"明石機械工業(株)","5.3.30","5.6.30","三菱UFJ銀行","","400000","",""
"カワダ(株)","5.3.20","5.7.17","広島銀行","向洋支店","1328001","",""
"いすゞ自動車(株)","5.3.27","5.7.31","みずほ銀行","内幸町支店","88000000","",""
"(株)エムジー","5.3.31","5.7.31","商工組合中央金庫","仙台支店","242663","",""
"(株)ヤハタ","5.3.31","5.7.31","三菱UFJ銀行","","468958","",""
"(株)MOGAMI","5.3.31","5.7.31","三井住友銀行","新宿通支店","2759024","",""
"サンライズ工業(株)","5.3.31","5.7.31","三井住友銀行","姫路支店","314701","",""
"東洋発條工業(株)","5.3.31","5.8.4","みずほ銀行","葛飾支店","339787","",""
"アサヒイージーエム(株)","5.3.31","5.8.10","三菱UFJ銀行","大阪西支店","442609","",""
"岩田ボルト製造(株)","5.3.20","5.8.10","三井住友銀行","中野支店","341099","",""
"日立Astemo(株)","5.3.31","5.8.31","みずほ銀行","","8610482","",""
"計","","","","","","",""
