"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(裏書手形)","","","","","","",""
"美保テクノス(株)","R5.5.1","R5.8.15","山陰合同銀行米子東支店","","1000000","日本ハイコン(株)",""
"美保テクノス(株)","R5.5.1","R5.8.15","山陰合同銀行米子東支店","","680000","(株)竹谷商事",""
"美保テクノス(株)","R5.5.31","R5.9.15","山陰合同銀行米子東支店","","330000","真田興業",""
"美保テクノス(株)","R5.5.31","R5.9.15","山陰合同銀行米子東支店","","152130","真田興業",""
"美保テクノス(株)","R5.6.20","R5.10.15","山陰合同銀行米子東支店","","1000000","(株)サンテック",""
"美保テクノス(株)","R5.6.20","R5.10.15","山陰合同銀行米子東支店","","500000","(株)サンテック",""
"美保テクノス(株)","R5.6.20","R5.10.15","山陰合同銀行米子東支店","","384780","真田興業",""
"(株)藤原技研工業","R5.4.30","R5.7.25","山陰合同銀行境港支店","","1000000","日本ハイコン(株)",""
"(株)藤原技研工業","R5.4.30","R5.7.25","山陰合同銀行境港支店","","700000","タケタニ",""
"(株)藤原技研工業","R5.3.20","R5.7.28","島根銀行津田支店","","300000","(株)ナガ・ツキ",""
"(株)藤原技研工業","R5.3.20","R5.7.28","島根銀行津田支店","","340000","(株)加藤商事",""
"(株)藤原技研工業","R5.3.20","R5.7.28","島根銀行津田支店","","550000","昭和セメント工業(株)",""
"(株)藤原技研工業","R5.3.20","R5.7.28","島根銀行津田支店","","650000","新成工業(株)",""
"(株)藤原技研工業","R5.3.20","R5.7.28","島根銀行津田支店","","1160000","(株)サンテック",""
"(株)藤原技研工業","R5.5.31","R5.9.28","島根銀行津田支店","","400000","真田興業",""
"(株)藤原技研工業","R5.5.31","R5.9.28","島根銀行津田支店","","1000000","(株)サンテック",""
"(株)藤原技研工業","R5.5.31","R5.9.28","島根銀行津田支店","","600000","(株)加藤商事",""
"(株)藤原技研工業","R5.6.20","R5.10.28","島根銀行津田支店","","2000000","タケタニ",""
"(株)藤原技研工業","R5.6.20","R5.10.28","島根銀行津田支店","","700000","(株)加藤商事",""
"(株)藤原技研工業","R5.6.20","R5.10.28","島根銀行津田支店","","300000","真田興業",""
"(株)アート建工","R5.6.20","R5.9.25","山陰合同銀行境港支店","","700000","新成工業(株)",""
"(株)アート建工","R5.6.20","R5.10.28","山陰合同銀行境港支店","","458000","真田興業",""
"計","","","","","","",""
