"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"井口鋼材(株)","令3・12・28","令4・5・1","朝日信金新小岩","","313522","",""
"井口産業(株)","令3・11・30","令4・3・31","千葉浦安","","236300","",""
"井口産業(株)","令4・1・31","令4・5・31","商工中金押上","","3000000","",""
"井口産業(株)","令4・1・31","令4・5・31","商工中金押上","","114611","",""
"加藤鉄鋼(株)","令4・1・31","令4・4・30","三井住友錦糸町","","164524","",""
"(株)ダイサン","令3・11・30","令4・3・31","三井住友西葛西","","487473","",""
"(株)ダイサン","令4・1・31","令4・5・31","三井住友西葛西","","5000000","",""
"(株)ダイサン","令4・1・31","令4・5・31","三井住友西葛西","","1660146","",""
"(株)角彦","令3・10・29","令4・3・1","商工中金押上","","229511","",""
"(株)角彦","令4・1・31","令4・6・1","商工中金押上","","140026","",""
"(株)栗山庄之助商店","令3・11・30","令4・3・31","第四北越東京中央","","151603","",""
"(株)栗山庄之助商店","令3・12・28","令4・4・30","第四北越東京中央","","367113","",""
"(株)栗山庄之助商店","令4・2・28","令4・6・30","第四北越東京中央","","728135","",""
"(株)渋井鋼材店","令3・11・30","令4・3・31","商工中金押上","","1897858","",""
"(株)渋井鋼材店","令3・12・28","令4・4・30","商工中金押上","","2066891","",""
"(株)渋井鋼材店","令4・1・31","令4・5・31","商工中金押上","","2188975","",""
"(株)渋井鋼材店","令4・2・28","令4・6・30","商工中金押上","","2845143","",""
"(株)斉藤誠一商店","令3・12・28","令4・4・30","商工中金押上","","105576","",""
"(株)斉藤誠一商店","令4・1・31","令4・5・31","商工中金押上","","489625","",""
"(株)第一産商","令3・11・30","令4・3・31","城南信金経堂","","10000000","",""
"(株)第一産商","令3・11・30","令4・3・31","城南信金経堂","","3000000","",""
"(株)第一産商","令3・11・30","令4・3・31","城南信金経堂","","73961","",""
"(株)第一産商","令3・12・28","令4・4・30","城南信金経堂","","9881751","",""
"計","","","","","","",""
