"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ヤンマーキャステクノ(株)","5.11.20","6.3.21","りそな銀行","大阪営業部支店","33430242","中国銀行西大寺支店",""
"ヤンマーキャステクノ(株)","5.12.20","6.4.22","りそな銀行","大阪営業部支店","25857525","中国銀行西大寺支店",""
"ヤンマーエネルギーシステム(株)","5.10.20","6.2.20","りそな銀行","大阪営業部支店","1075106","おかやま信用金庫西大寺支店",""
"ヤンマーアグリ(株)","5.12.20","6.4.22","りそな銀行","大阪営業部支店","2596000","おかやま信用金庫西大寺支店",""
"高津伝動精機(株)","5.9.15","6.1.23","りそな銀行","大森支店","6137946","おかやま信用金庫西大寺支店",""
"高津伝動精機(株)","5.10.16","6.2.23","りそな銀行","大森支店","6202370","おかやま信用金庫西大寺支店",""
"高津伝動精機(株)","5.11.15","6.3.23","りそな銀行","大森支店","9748534","おかやま信用金廟西大寺支店",""
"高津伝動精機(株)","5.12.15","6.4.23","りそな銀行","大森支店","7274532","おかやま信用金庫西大寺支店",""
"リョーノーファクトリー(株)","5.9.25","6.1.25","三菱UFJ銀行","本店","1757270","おかやま信用金庫西大寺支店",""
"リョーノーファクトリー(株)","5.11.24","6.3.24","三菱UFJ銀行","本店","1356979","おかやま信用金庫西大寺支店",""
"(株)タイネクサス","5.11.25","6.2.29","みなと銀行","西脇支店","7755000","おかやま信用金庫西大寺支店",""
"(株)タイネクサス","5.12.25","6.3.31","みなと銀行","西脇支店","19749400","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.9.25","6.1.31","三井住友銀行","神戸営業部","2790882","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.9.25","6.1.31","三井住友銀行","神戸営業部","587068","おかやま信用金廟西大寺支店",""
"ベンドー・I・C・S(株)","5.10.25","6.2.29","三井住友銀行","神戸営業部","546140","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.10.25","6.2.29","三井住友銀行","神戸営業部","4554763","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.11.27","6.3.31","三井住友銀行","神戸営業部","844413","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.11.27","6.3.31","三井住友銀行","神戸営業部","2811049","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.12.25","6.4.30","三井住友銀行","神戸営業部","700301","おかやま信用金庫西大寺支店",""
"バンドー・I・C・S(株)","5.12.25","6.4.30","三井住友銀行","神戸営業部","3923985","おかやま信用金庫西大寺支店",""
"大喜産業(株)","5.9.29","6.1.31","三菱UFJ銀行","大阪西支店","20224907","おかやま信用金庫西大寺支店",""
"大喜産業(株)","5.10.31","6.2.29","三菱UFJ銀行","大阪西支店","20236839","おかやま信用金庫西大寺支店",""
"大喜産業(株)","5.11.30","6.3.31","三菱UFJ銀行","大阪西支店","20088105","おかやま信用金庫西大寺支店",""
"合計","","","","","","",""
