"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"日和工業(株)","令5.6.26","令5.11.5","百十四","丸亀東","1358800","",""
"(株)ユニチャームプロダクツ","令5.6.25","令5.10.25","伊予","川之江","1007755","",""
"〃","令5.8.25","令5.12.25","〃","〃","1048632","",""
"四国鉄道機械(株)","令5.7.31","令5.11.30","百十四","多度津","5000000","",""
"〃","令5.7.31","令5.11.30","〃","〃","1296600","",""
"〃","令5.7.31","令5.11.30","〃","〃","1505955","",""
"〃","令5.8.31","令5.12.31","〃","〃","1921326","",""
"(株)タクテック","令5.7.20","令5.11.20","百十四","東","1486375","",""
"(株)サムソン","令5.7.25","令5.11.15","百十四","観音寺","2000000","",""
"〃","令5.7.25","令5.11.15","〃","〃","51077","",""
"〃","令5.8.25","令5.12.15","〃","〃","1413443","",""
"(株)トーコー","令5.7.31","令5.11.30","百十四","三本松","1139921","",""
"(有)ルーカス","令5.6.26","令5.11.5","高松信金","太田","1229620","",""
"(株)ヤエス","令5.8.31","令5.11.30","百十四","国分寺","1000000","",""
"〃","令5.8.31","令5.11.30","〃","〃","60953","",""
"(株)オクト","令5.7.18","令5.11.20","中国","高松東","609563","",""
"〃","令5.8.16","令5.12.20","〃","〃","1345149","",""
"(株)東和機工","令5.4.28","令5.9.30","みずほ","内幸町","1353000","",""
"ギンポーパック","令5.7.18","令5.11.15","みずほ","八重洲口","1115378","",""
"イワタニ四国(株)","令5.7.25","令5.11.25","百十四","本店","1078847","",""
"その他諸口","","","","","61542515","",""
"手持手形計","","","","","88564909","",""
