"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"沖東交通事業(協)","令5.6.30","令5.9.30","海邦銀行内間","","16459607","",""
"沖東交通事業(協)","令5.7.31","令5.10.31","海邦銀行内間","","15378522","",""
"沖東交通事業(協)","令5.8.31","令5.11.30","海邦銀行内間","","16444029","",""
"沖東交通事業(協)","令5.9.29","令6.1.4","海邦銀行内間","","15039258","",""
"(株)屋部土建","令5.7.29","令5.11.1","琉球銀行名護","","238260","",""
"協栄海事土木(株)","令5.6.30","令5.10.5","琉球銀行与那原","","2394000","",""
"協栄海事土木(株)","令5.7.31","令5.11.5","琉球銀行与那原","","2972000","",""
"協栄海事土木(株)","令5.8.31","令5.12.5","琉球銀行与那原","","1397000","",""
"(株)棚原機機","令5.5.31","令5.9.30","琉球銀行真嘉比","","1139332","",""
"(株)棚原機機","令5.6.30","令5.10.29","琉球銀行真嘉比","","1134114","",""
"(株)棚原機機","令5.8.31","令5.12.30","琉球銀行真嘉比","","1271395","",""
"(株)棚原機機","令5.9.30","令6.1.28","琉球銀行真嘉比","","1715917","",""
"(株)東江建設","令5.7.31","令5.10.31","海邦銀行内間","","2768924","",""
"(株)東江建設","令5.8.31","令5.11.30","海邦銀行内間","","400636","",""
"(株)東江建設","令5.9.29","令5.12.31","海邦銀行内間","","906921","",""
"(株)トウエイ","令5.9.29","令5.12.31","海邦銀行内間","","5000000","",""
"(株)トウエイ","令5.9.29","令5.12.31","海邦銀行内間","","768301","",""
"計","","","","","85428216","",""
