"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"上組陸運(株)","5.1.31","5.4.30","","","2599767","",""
"(株)前山鐵工所","5.2.5","5.6.5","","","1001000","",""
"(株)エヌティシィー","5.2.10","5.5.31","","","1200000","",""
"(株)粉研パウテックス","5.2.15","5.6.15","","","368500","",""
"大同電磁工業(株)","5.2.15","5.5.20","","","247500","",""
"(株)前山鐵工所","5.2.5","5.6.5","","","660000","",""
"須合建設(株)","5.1.31","5.4.30","","","350000","",""
"(株)田辺鉄工所","5.2.20","5.7.5","","","2062990","",""
"(株)北陸精機","5.2.20","5.6.30","","","1593900","",""
"昭和コンクリート工業(株)","5.2.28","5.6.30","","","627000","",""
"共和コンクリート工業(株)","5.2.28","5.6.30","","","180400","",""
"上組陸運(株)","5.2.28","5.5.31","","","1144858","",""
"城西物流倉庫(株)","5.2.28","5.6.25","","","275000","",""
"日本鏡板工業(株)","5.2.28","5.6.30","","","1194940","",""
"大森運送(株)","5.2.28","5.4.30","","","212000","",""
"共和コンクリート工業(株)","5.2.28","5.6.30","","","418000","",""
"(株)前山鐵工所","5.3.5","5.7.5","","","660000","",""
"(株)エヌティシィー","5.3.10","5.6.30","","","1150000","",""
"(株)粉研パウテックス","5.3.15","5.7.15","","","456500","",""
"(株)北陸精機","5.3.20","5.7.31","","","188900","",""
"高村建材工業(株)","5.3.20","5.7.8","","","160000","",""
"津根マシンツール(株)","5.3.20","5.8.31","","","308000","",""
"(株)北陸精機","5.3.20","5.7.31","","","3000000","",""
"計","","","","","","",""
