"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"イーエヌ大塚製薬(株)","令5.5.20","令5.8.20","みずほ銀行","神田支店","3639900","","BE054894"
"イーエヌ大塚製薬(株)","令5.5.20","令5.8.20","みずほ銀行","神田支店","834900","","BE054894"
"関東乳業(株)","令5.5.20","令5.9.21","筑波銀行","龍ヶ崎東支店","1430000","","A802957"
"三和罐詰(株)","令5.5.20","令5.8.31","農林中央金庫","本店","4950000","","W384538"
"富永物産(株)","令5.5.31","令5.9.30","りそな銀行","堂島支店","10000000","","RH61321"
"富永物産(株)","令5.5.31","令5.9.30","りそな銀行","堂島支店","4221900","","RH61322"
"(株)トッパンパッケージングサービ","令5.5.31","令5.10.31","三菱UFJ銀行","本店","4840000","","UU61134"
"ルナ物産(株)","令5.5.22","令5.7.31","伊予銀行","本店営業部","172590","","D001681"
"岩井機械工業(株)","令5.5.31","令5.9.30","三井住友銀行","六郷支店","20000000","","GU205835"
"岩井機械工業(株)","令5.5.31","令5.9.30","三井住友銀行","六郷支店","1154542","","GU205836"
"(株)日新製作所","令5.4.25","令5.9.10","りそな銀行","市岡支店","220990","","RC62777"
"(株)日新製作所","令5.5.25","令5.10.10","りそな銀行","市岡支店","423368","","RC62787"
"","","手持手形計","","","51888190","",""
"岩井機械工業(株)","令5.2.28","令5.6.30","三井住友銀行","大郷支店","50000000","静岡沼津駅北支店","GI205745"
"岩井機械工業(株)","令5.4.28","令5.8.31","三井住友銀行","大郷支店","30000000","静岡沼津駅北支店","GU205804"
"岩井機械工業(株)","令5.2.28","令5.6.30","三井住友銀行","六郷支店","10000000","三井住友静岡支店","GI205746"
"岩井機械工業(株)","令5.2.28","令5.6.30","三井住友銀行","六郷支店","5000000","三井住友静岡支店","GI205747"
"岩井機械工業(株)","令5.2.28","令5.6.30","三井住友銀行","六郷支店","1802648","三井住友静岡支店","G1205748"
"北広ケミカル(株)","令5.4.17","令5.7.31","みずほ録行","和歌山支店","1606000","三井住友静岡支店","BA059744"
"東洋紡エンジニアリング(株)","令5.4.10","令5.8.10","みずほ銀行","堂島支店","3000000","三井住友静岡支店","BF043534"
"東洋紡エンジニアリング(株)","令5.4.10","令5.8.10","みずほ銀行","堂島支店","543210","三井住友静岡支店","BF043535"
"岩井機械工業(株)","令5.4.28","令5.8.31","三井住友銀行","六郷支店","3000000","三井住友静岡支店","GU205805"
"日東機器ファインテック(株)","令5.4.28","令5.9.5","三菱UFJ銀行","三田支店","1432420","三井住友静岡支店","TW03331"
"計","","","","","","",""
