"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"コバヤシ食品機工(株)","R3.4.20","R3.9.20","","","171700","","手持ち"
"(株)白鳥","R5.4.30","R5.8.31","","","168190","","手持ち"
"大藤パッキング(株)","R5.5.20","R5.9.30","","","780431","","手持ち"
"コバヤシ食品機工(株)","R5.5.20","R5.9.30","","","144700","","手持ち"
"みのる産業(株)","R5.5.20","R5.10.1","","","675070","","手持ち"
"五合(株)","R5.5.31","R5.10.3","","","5000000","","手持ち"
"〃","R5.5.31","R5.10.3","","","1098067","","手持ち"
"(株)エムグリット","R5.5.31","R5.10.5","","","1419256","","手持ち"
"丸善(株)","R5.5.31","R5.9.30","","","1236106","","手持ち"
"(株)白鳥","R5.5.31","R5.9.30","","","139700","","手持ち"
"新東工業(株)","R5.5.31","R5.9.30","","","3575141","","手持ち"
"五合(株)","R5.1.31","R5.6.30","","","5000000","名古屋銀行小田井支店","割引"
"〃","R5.1.31","R5.6.30","","","209822","名古屋銀行小田井支店","割引"
"新東工業(株)","R5.2.28","R5.6.30","","","4354015","名古屋銀行小田井支店","割引"
"五合(株)","R5.2.28","R5.7.3","","","5000000","名古屋銀行小田井支店","割引"
"〃","R5.2.28","R5.7.3","","","170421","名古屋銀行小田井支店","割引"
"〃","R5.3.31","R5.8.3","","","5000000","名古屋銀行小田井支店","割引"
"〃","R5.3.31","R5.8.3","","","505803","名古屋銀行小田井支店","割引"
"新東工業(株)","R5.3.31","R5.7.31","","","4680029","名古屋銀行小田井支店","割引"
"〃","R5.4.30","R5.8.31","","","5820963","名古屋銀行小田井支店","割引"
"五合(株)","R5.4.30","R5.9.3","","","4663179","名古屋銀行小田井支店","割引"
"(株)エムグリット","R5.1.20","R5.6.5","","","1630786","愛知銀行西春支店","割引"
"コバヤシ食品機工(株)","R5.3.20","R5.7.31","","","301500","愛知銀行西春支店","割引"
"計","","","","","","",""
