ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,639333,202507,Ⅰ材料費,Ⅰ材料費,,,,,,,,,,,,,
,,2,000,639333,202507,期首材料,期首材料,,"26,558,500","26,558,500",,,,,,,,,,
,,3,000,639333,202507,材料仕入,材料仕入,,"311,208,208","311,208,208",,,,,,,,,,
,,4,000,639333,202507,合計,合計,,"337,766,708","337,766,708",,,,,,,,,,
,,5,000,639333,202507,期末材料,期末材料,,"26,968,930","26,968,930","310,797,778","310,797,778",,,,,,,,
,,6,000,639333,202507,Ⅱ労務費,Ⅱ労務費,,,,,,,,,,,,,
,,7,000,639333,202507,賃金手当,賃金手当,,"304,065,880","304,065,880",,,,,,,,,,
,,8,000,639333,202507,賞与手当,賞与手当,,"94,466,902","94,466,902",,,,,,,,,,
,,9,000,639333,202507,法定福利費,法定福利費,,"69,352,531","69,352,531",,,,,,,,,,
,,10,000,639333,202507,福利厚生費,福利厚生費,,"16,102,525","16,102,525","483,987,838","483,987,838",,,,,,,,
,,11,000,639333,202507,Ⅲ外注費,Ⅲ外注費,,,,,,,,,,,,,
,,12,000,639333,202507,外注加工費,外注加工費,,"181,664,119","181,664,119","181,664,119","181,664,119",,,,,,,,
,,13,000,639333,202507,Ⅳ製造経費,Ⅳ製造経費,,,,,,,,,,,,,
,,14,000,639333,202507,水道光熱費,水道光熱費,,"37,305,213","37,305,213",,,,,,,,,,
,,15,000,639333,202507,荷造運賃,荷造運賃,,"1,121,762","1,121,762",,,,,,,,,,
,,16,000,639333,202507,修繕費,修繕費,,"70,703,247","70,703,247",,,,,,,,,,
,,17,000,639333,202507,地代家賃,地代家賃,,"52,999,942","52,999,942",,,,,,,,,,
,,18,000,639333,202507,消耗品費,消耗品費,,"116,594,300","116,594,300",,,,,,,,,,
,,19,000,639333,202507,旅費交通費,旅費交通費,,"10,421,002","10,421,002",,,,,,,,,,
,,20,000,639333,202507,減価償却費,減価償却費,,"55,647,781","55,647,781",,,,,,,,,,
,,21,000,639333,202507,燃料費,燃料費,,"1,892,910","1,892,910","346,686,157","346,686,157",,,,,,,,
,,22,000,639333,202507,当期総製造費用,当期総製造費用,,,,"1,323,135,892","1,323,135,892",,,,,,,,
,,23,000,639333,202507,期首仕掛品,期首仕掛品,,,,"3,923,128","3,923,128",,,,,,,,
,,24,000,639333,202507,合計,合計,,,,"1,327,059,020","1,327,059,020",,,,,,,,
,,25,000,639333,202507,期末仕掛品,期末仕掛品,,,,"13,790,977","13,790,977",,,,,,,,
,,26,000,639333,202507,当期製品製造原価,当期製品製造原価,,,,"1,313,268,043","1,313,268,043",,,,,,,,
