ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,582823,202507,(流動資産),(流動資産),,"(1,372,030,024)","(1,372,030,024)",,,,,,,,,,
,,2,000,582823,202507,現金及び預金,現金及び預金,,"220,059,508","220,059,508",,,,,,,,,,
,,3,000,582823,202507,売掛金,売掛金,,"294,791,408","294,791,408",,,,,,,,,,
,,4,000,582823,202507,貯蔵品,貯蔵品,,"36,000","36,000",,,,,,,,,,
,,5,000,582823,202507,前渡金,前渡金,,"23,100,740","23,100,740",,,,,,,,,,
,,6,000,582823,202507,立替金,立替金,,"517,433,584","517,433,584",,,,,,,,,,
,,7,000,582823,202507,短期貸付金,短期貸付金,,"255,020,914","255,020,914",,,,,,,,,,
,,8,000,582823,202507,仮払金,仮払金,,"1,807,260","1,807,260",,,,,,,,,,
,,9,000,582823,202507,前払費用,前払費用,,"1,622,011","1,622,011",,,,,,,,,,
,,10,000,582823,202507,未収入金,未収入金,,"38,796,876","38,796,876",,,,,,,,,,
,,11,000,582823,202507,未収家賃,未収家賃,,"19,359,223","19,359,223",,,,,,,,,,
,,12,000,582823,202507,預け金,預け金,,"2,500","2,500",,,,,,,,,,
,,13,000,582823,202507,(固定資産),(固定資産),,"(10,244,314,354)","(10,244,314,354)",,,,,,,,,,
,,14,000,582823,202507,(有形固定資産),(有形固定資産),,"(9,446,622,367)","(9,446,622,367)",,,,,,,,,,
,,15,000,582823,202507,建物,建物,,"5,386,371,178","5,386,371,178",,,,,,,,,,
,,16,000,582823,202507,建物附属設備,建物附属設備,,"1,249,545,150","1,249,545,150",,,,,,,,,,
,,17,000,582823,202507,構築物,構築物,,"106,691,747","106,691,747",,,,,,,,,,
,,18,000,582823,202507,車両運搬具,車両運搬具,,"127,208,942","127,208,942",,,,,,,,,,
,,19,000,582823,202507,工具器具備品,工具器具備品,,"6,638,630","6,638,630",,,,,,,,,,
,,20,000,582823,202507,一括償却資産,一括償却資産,,"301,152","301,152",,,,,,,,,,
,,21,000,582823,202507,土地,土地,,"2,555,035,568","2,555,035,568",,,,,,,,,,
,,22,000,582823,202507,建設仮勘定,建設仮勘定,,"14,830,000","14,830,000",,,,,,,,,,
,,23,000,582823,202507,(無形固定資産),(無形固定資産),,"(1,233,812)","(1,233,812)",,,,,,,,,,
,,24,000,582823,202507,ソフトウエア,ソフトウエア,,"702,486","702,486",,,,,,,,,,
,,25,000,582823,202507,電話加入権,電話加入権,,"531,326","531,326",,,,,,,,,,
,,26,000,582823,202507,(投資その他の資産),(投資その他の資産),,"(796,458,175)","(796,458,175)",,,,,,,,,,
,,27,000,582823,202507,投資有価証券,投資有価証券,,"314,040,577","314,040,577",,,,,,,,,,
,,28,000,582823,202507,出資金,出資金,,"122,799,452","122,799,452",,,,,,,,,,
,,29,000,582823,202507,繰延税金資産,繰延税金資産,,"157,050,349","157,050,349",,,,,,,,,,
,,30,000,582823,202507,差入保証金,差入保証金,,"22,983,120","22,983,120",,,,,,,,,,
,,31,000,582823,202507,預託金,預託金,,"245,400","245,400",,,,,,,,,,
,,32,000,582823,202507,積立金,積立金,,"62,537,287","62,537,287",,,,,,,,,,
,,33,000,582823,202507,繰延消費税,繰延消費税,,"63,016,213","63,016,213",,,,,,,,,,
,,34,000,582823,202507,会員権,会員権,,"5,402,223","5,402,223",,,,,,,,,,
,,35,000,582823,202507,長期前払費用,長期前払費用,,"48,383,554","48,383,554",,,,,,,,,,
,,36,000,582823,202507,破産更生債権,破産更生債権,,"504,868,835","504,868,835",,,,,,,,,,
,,37,000,582823,202507,貸倒引当金,貸倒引当金,,"504,868,835","504,868,835",,,,,,,,,,
,,38,000,582823,202507,(繰延資産),(繰延資産),,"(289,338)","(289,338)",,,,,,,,,,
,,39,000,582823,202507,入会金,入会金,,"289,338","289,338",,,,,,,,,,
,,40,000,582823,202507,資産合計,資産合計,,"11,616,633,716","11,616,633,716",,,,,,,,,,
,,41,000,582823,202507,(流動負債),(流動負債),,"(347,990,089)","(347,990,089)",,,,,,,,,,
,,42,000,582823,202507,買掛金,買掛金,,"434,628","434,628",,,,,,,,,,
,,43,000,582823,202507,短期借入金,短期借入金,,"200,000,880","200,000,880",,,,,,,,,,
,,44,000,582823,202507,未払金,未払金,,"76,575,225","76,575,225",,,,,,,,,,
,,45,000,582823,202507,未払費用,未払費用,,"2,646,108","2,646,108",,,,,,,,,,
,,46,000,582823,202507,未払法人税等,未払法人税等,,"43,462,300","43,462,300",,,,,,,,,,
,,47,000,582823,202507,未払消費税等,未払消費税等,,"12,132,900","12,132,900",,,,,,,,,,
,,48,000,582823,202507,前受金,前受金,,"99,735","99,735",,,,,,,,,,
,,49,000,582823,202507,預り金,預り金,,"62,020","62,020",,,,,,,,,,
,,50,000,582823,202507,入居者預り金,入居者預り金,,"9,201,500","9,201,500",,,,,,,,,,
,,51,000,582823,202507,前受家賃,前受家賃,,"3,374,793","3,374,793",,,,,,,,,,
,,52,000,582823,202507,(固定負債),(固定負債),,"(9,706,022,794)","(9,706,022,794)",,,,,,,,,,
,,53,000,582823,202507,長期借入金,長期借入金,,"9,229,321,149","9,229,321,149",,,,,,,,,,
,,54,000,582823,202507,長期未払金,長期未払金,,"468,446,145","468,446,145",,,,,,,,,,
,,55,000,582823,202507,入居者預り敷金,入居者預り敷金,,"8,255,500","8,255,500",,,,,,,,,,
,,56,000,582823,202507,負債合計,負債合計,,"10,054,012,883","10,054,012,883",,,,,,,,,,
,,57,000,582823,202507,(株主資本),(株主資本),,"(1,562,620,833)","(1,562,620,833)",,,,,,,,,,
,,58,000,582823,202507,資本金,資本金,,"5,000,000","5,000,000",,,,,,,,,,
,,59,000,582823,202507,(資本剰余金),(資本剰余金),,"(5,000,000)","(5,000,000)",,,,,,,,,,
,,60,000,582823,202507,資本準備金,資本準備金,,"5,000,000","5,000,000",,,,,,,,,,
,,61,000,582823,202507,(利益剰余金),(利益剰余金),,"(1,552,620,833)","(1,552,620,833)",,,,,,,,,,
,,62,000,582823,202507,その他利益剰余金,その他利益剰余金,,"1,552,620,833","1,552,620,833",,,,,,,,,,
,,63,000,582823,202507,圧縮積立金,圧縮積立金,,"1,548,037","1,548,037",,,,,,,,,,
,,64,000,582823,202507,繰越利益剰余金,繰越利益剰余金,,"1,551,072,796","1,551,072,796",,,,,,,,,,
,,65,000,582823,202507,純資産合計,純資産合計,,"1,562,620,833","1,562,620,833",,,,,,,,,,
,,66,000,582823,202507,負債・純資産合計,負債・純資産合計,,"11,616,633,716","11,616,633,716",,,,,,,,,,
