file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,工事未払金,工事未払金,(株)吉田組,兵庫県姫路市広畑区正門通3-6-2,28503372,本社,,,,,,,,,,,,,,,
,,,2,工事未払金,工事未払金,(株)吉田組船舶,兵庫県姫路市広畑区正門通3-6-2,29383200,本社,,,,,,,,,,,,,,,
,,,3,工事未払金,工事未払金,YBS(株),兵庫県姫路市広畑区正門通3-6-2,8284146,本社,,,,,,,,,,,,,,,
,,,4,工事未払金,工事未払金,(株)アース・ウェザー他,,18186280,本社,,,,,,,,,,,,,,,
,,,5,工事未払金,工事未払金,大阪市漁協(株),大阪市漁業協同組合大阪市此花区常吉2-10-12,3432000,大阪,,,,,,,,,,,,,,,
,,,6,工事未払金,工事未払金,小野田ケミコ(株),東京都千代田区神田錦町3丁目21番地JPR7,12158850,大阪,,,,,,,,,,,,,,,
,,,7,工事未払金,工事未払金,日宝建設工業(株),大阪府大阪市西区江之子島2丁目2-23日宝建設,8694805,大阪,,,,,,,,,,,,,,,
,,,8,工事未払金,工事未払金,(株)HIRAYAMA,東京都港区港南一丁目8番40号A-PLACE品川6階,6322140,大阪,,,,,,,,,,,,,,,
,,,9,工事未払金,工事未払金,(株)ヤスダ(滋賀県守山市),滋賀県守山市立入町334-1,29106000,大阪,,,,,,,,,,,,,,,
,,,10,工事未払金,工事未払金,吉野建設(株),大阪市福島区海老江7丁目18番2号,22110000,大阪,,,,,,,,,,,,,,,
,,,11,工事未払金,工事未払金,80期未払諸口,,3788275,大阪,,,,,,,,,,,,,,,
,,,12,工事未払金,工事未払金,(株)アイソッキ他,,5843680,大阪,,,,,,,,,,,,,,,
,,,13,工事未払金,工事未払金,(株)石本建設,兵庫県姫路市広畑区吾妻町2丁目22-4,12034000,本店,,,,,,,,,,,,,,,
,,,14,工事未払金,工事未払金,(株)キョウドウ,兵庫県姫路市飾磨区中島2071,2785832,本店,,,,,,,,,,,,,,,
,,,15,工事未払金,工事未払金,晃進建設(株),兵庫県姫路市広畑区東新町3-21,14982000,本店,,,,,,,,,,,,,,,
,,,16,工事未払金,工事未払金,齊藤鋼材(株),兵庫県姫路市土山2-12-38,5042400,本店,,,,,,,,,,,,,,,
,,,17,工事未払金,工事未払金,サンワ技研(株),兵庫県姫路市飾磨区中島字宝来3059-21,4119544,本店,,,,,,,,,,,,,,,
,,,18,工事未払金,工事未払金,清水工業(株),兵庫県神戸市中央区港島7-14,1320000,本店,,,,,,,,,,,,,,,
,,,19,工事未払金,工事未払金,神姫警備保障(株),兵庫県姫路市中地南町34宝成ビル,1240800,本店,,,,,,,,,,,,,,,
,,,20,工事未払金,工事未払金,(株)高瀬興業,兵庫県西脇市下戸田270-22,1135200,本店,,,,,,,,,,,,,,,
,,,21,工事未払金,工事未払金,飛島建設(株),東京都港区港南1-8-15,23430264,本店,,,,,,,,,,,,,,,
,,,22,工事未払金,工事未払金,(株)日本港湾コンサルタント,兵庫県神戸市中央区浜辺通5-1-14,3300000,本店,,,,,,,,,,,,,,,
,,,23,工事未払金,工事未払金,(株)福谷建設,兵庫県加古川市平荘町小畑338-1,10571000,本店,,,,,,,,,,,,,,,
,,,24,計,計,,,,,,,,,,,,,,,,,,,
