file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,借入先名称(氏名),借入先名称(氏名),借入先所在地(住所),法人・代表者との関係,期末現在高,期中の支払利子額,利率,担保の内容,,,,,,,,,,,,,
,,,1,静岡中央銀行川崎支店,静岡中央銀行川崎支店,川崎市川崎区小川町15-4,,98751374,,,,,,,,,,,,,,,,
,,,2,城南信用金庫鶴見支店,城南信用金庫鶴見支店,横浜市鶴見区佃野町19-5,,74006735,,,,,,,,,,,,,,,,
,,,3,商工組合中央金庫川崎支店,商工組合中央金庫川崎支店,川崎市川崎区駅前本町2-6-4,,50000000,,,,,,,,,,,,,,,,
,,,4,横浜信用金庫馬場支店,横浜信用金庫馬場支店,横浜市鶴見区東寺尾1-3-15,,12497000,,,,,,,,,,,,,,,,
,,,5,短期借入金計,短期借入金計,,,235255109,,,,,,,,,,,,,,,,
,,,6,横浜銀行川崎支店,横浜銀行川崎支店,川崎市川崎区砂子1-1-17,,795717898,,,,,,,,,,,,,,,,
,,,7,千葉銀行木更津支店,千葉銀行木更津支店,千葉県木更津市中央2-1-21,,409785000,,,,,,,,,,,,,,,,
,,,8,商工組合中央金庫川崎支店,商工組合中央金庫川崎支店,川崎市川崎区駅前本町2-6-4,,376456000,,,,,,,,,,,,,,,,
,,,9,日本政策金融公庫川崎支店,日本政策金融公庫川崎支店,川崎市川崎区駅前本町11-2,,312800000,,,,,,,,,,,,,,,,
,,,10,城南信用金庫鶴見支店,城南信用金庫鶴見支店,横浜市鶴見区佃野町19-5,,290738000,,,,,,,,,,,,,,,,
,,,11,静岡中央銀行川崎支店,静岡中央銀行川崎支店,川崎市川崎区小川町15-4,,179674000,,,,,,,,,,,,,,,,
,,,12,横浜信用金庫馬場支店,横浜信用金庫馬場支店,横浜市鶴見区東寺尾1-3-15,,119367000,,,,,,,,,,,,,,,,
,,,13,三井住友銀行川崎支店,三井住友銀行川崎支店,川崎市川崎区砂子1-8-1,,19000000,,,,,,,,,,,,,,,,
,,,14,長期借入金計,長期借入金計,,,2503537898,,,,,,,,,,,,,,,,
,,,15,,,合計,,2738793007,,,,,,,,,,,,,,,,
