file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,ジェイ・エス・ティ電子工業(株)院庄,大阪市城東区鴨野西2-6-8,653555901,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,日圧電子部品(株),栃木県宇都宮市清原工業団地1-1,242678135,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,日圧スーパーテクノロジーズ(株)倉吉,鳥取県倉吉市秋喜243-1,83734463,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,(株)アステア,総社市真壁1597,38988189,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,平和金属工業(株),大阪府大阪市東成区東中本3-12-14,21694469,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,住電装プラテック株式会社,静岡県御殿場市中清水127番地,18353170,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,イリソ電子工業(株),神奈川県横浜市港北区新横浜2-13-8,11782408,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,ボーンズ株式会社,大阪市東淀川区上新庄3-20-16,8040054,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,榛木金属工業(株),大阪府東大阪市稲田新町3-10-5,7456614,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)南信精機製作所,長野県上伊那郡飯島町七久保815,7176927,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,リズム株式会社,岡山県総社市井尻野105,6622218,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,住友電装(株),三重県四日市市西末広町1-14,4751139,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,イーグル工業(株),岡山県高梁市落合町阿部1212,4355149,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,冨士発條(株),兵庫県朝来市和田山町筒江165-51,3996550,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,三菱電機トレーディング(株),福岡県福岡市西区今宿東1-1-1,3814021,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,(株)エーシーオー,長野県下伊那郡下條村睦沢3444,3698554,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,(株)ジェイテクトプレシジョンベアリング,大阪府和泉市あゆみ野二丁目8番1号,3180781,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,(株)イワキ工業,総社市南溝手423,2970442,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,(株)エクセル電子,愛媛県松山市空港通4丁目6-2,2922040,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,パナソニック(株)AIS社回路部品事業部但馬工場,兵庫県出石群出石町田多地1,2784320,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,IーPEX株式会社,京都市伏見区桃山町根来12番地4,2336468,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,株式会社サーモグラフィティクス,大阪府大阪市大正区泉尾6丁目2-29,2216428,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,コネクトジャパン株式会社,愛知県名古屋市千種区法王町二丁目5番地,1955059,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,(株)三昌製作所,京都府京都市南区上鳥羽石橋町41-1,1684889,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,株式会社レゾナックオートモーティブプロダクツ,福岡県田川市大字糒2320番地,1629367,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,その他,,21713966,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
