"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"H.O.C(株)","R.5.1.25","R.5.5.20","十八親和","大村中央","1425416","",""
"(株)加藤商会","R.5.3.15","R.5.6.30","紀陽","本店営業部","2400376","",""
"(株)カナテック","R.4.11.30","R.5.4.30","北洋","本店営業部","109219","",""
"(株)カナテック","R.4.12.28","R.5.5.31","北洋","本店営業部","319864","",""
"(株)カナテック","R.5.2.28","R.5.7.31","北洋","本店営業部","567150","",""
"(株)カナテック","R.5.3.31","R.5.8.31","北洋","本店営業部","782722","",""
"亀栄建材(株)","R.5.1.25","R.5.4.30","佐賀","伊万里","2763384","きらぼし御徒町","割引"
"(株)川本第一製作所","R.4.12.20","R.5.4.30","岡崎信金","上前津","5000000","きらぼし御徒町","割引"
"(株)川本第一製作所","R.4.12.20","R.5.4.30","岡崎信金","上前津","1464656","きらぼし御徒町","割引"
"(株)川本第一製作所","R.5.1.20","R.5.5.31","中京","本店営業部","5000000","きらぼし御徒町","割引"
"(株)川本第一製作所","R.5.1.20","R.5.5.31","中京","本店営業部","438868","きらぼし御徒町","割引"
"(株)川本第一製作所","R.5.2.20","R.5.6.30","東春信金","名古屋","2667305","",""
"(株)川本第一製作所","R.5.3.20","R.5.7.31","瀬戸信金","名古屋","5000000","",""
"(株)川本第一製作所","R.5.3.20","R.5.7.31","瀬戸信金","名古屋","340216","",""
"(株)クワザワ","R.4.12.15","R.5.4.15","北洋","本店営業部","1137356","",""
"(株)クワザワ","R.5.1.17","R.5.5.15","北洋","本店営業部","1428574","",""
"(株)クワザワ","R.5.2.15","R.5.6.15","北洋","本店営業部","322124","",""
"(株)クワザワ","R.5.3.15","R.5.7.15","北洋","本店営業部","771106","",""
"小松物産(株)","R.4.11.10","R.5.4.5","七十七","一番町","2254595","ネポン(株)","裏書譲渡"
"小松物産(株)","R.4.12.10","R.5.5.5","七十七","一番町","1517001","ネポン(株)","裏書譲渡"
"小松物産(株)","R.5.1.10","R.5.6.5","七十七","一番町","1571040","きらぼし御徒町","割引"
"小松物産(株)","R.5.2.10","R.5.7.5","七十七","一番町","921806","ネポン(株)","裏書譲渡"
"小松物産(株)","R.5.3.10","R.5.8.5","七十七","一番町","1961962","",""
"計","","","","","","",""
