"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)平田商会","R.5.3.11","R.5.6.25","八十二","飯田東","2250600","",""
"富士機材(株)","R.4.11.20","R.5.4.1","三菱UFJ","新富町","492135","",""
"富士機材(株)","R.4.12.20","R.5.5.1","三菱UFJ","新富町","1239614","",""
"富士機材(株)","R.5.1.20","R.5.6.1","三菱UFJ","新富町","108075","",""
"富士機材(株)","R.5.2.20","R.5.7.1","三菱UFJ","新富町","398355","",""
"富士機材(株)","R.5.3.20","R.5.8.1","三菱UFJ","新富町","795752","",""
"フジセイコー(株)","R.4.12.26","R.5.4.10","千葉","中央","932922","",""
"フジセイコー(株)","R.5.1.31","R.5.5.10","千葉","中央","250903","",""
"フジセイコー(株)","R.5.2.27","R.5.6.10","千葉","中央","382174","",""
"フジセイコー(株)","R.5.3.27","R.5.7.10","千葉","中央","218350","",""
"(株)マルニシ","R.5.1.18","R.5.4.30","八十二","岡谷","729943","",""
"(株)マルニシ","R.5.1.18","R.5.4.30","八十二","伊那市駅前","247275","",""
"(株)マルニシ","R.5.3.13","R.5.5.25","八十二","飯田","150000","",""
"(株)マルニシ","R.5.2.8","R.5.5.31","諏訪信金","宮川","412269","",""
"(株)マルニシ","R.5.2.8","R.5.5.31","八十二","長野駅前","330000","",""
"(株)マルニシ","R.5.3.13","R.5.6.30","三井住友信託","名古屋営業部","1067916","",""
"みのる化成(株)","R.4.12.25","R.5.4.15","中国","赤磐","2159135","",""
"みのる化成(株)","R.5.1.25","R.5.5.15","中国","赤磐","1891967","",""
"みのる化成(株)","R.5.2.25","R.5.6.15","中国","赤磐","2178297","",""
"みのる化成(株)","R.5.3.25","R.5.7.15","中国","赤磐","3032700","",""
"(株)山善","R.4.12.12","R.5.4.20","りそな","大阪営業部","1003871","",""
"(株)山善","R.5.1.13","R.5.5.20","りそな","大阪営業部","576675","",""
"(株)山善","R.5.2.10","R.5.6.20","りそな","大阪営業部","67540","",""
"計","","","","","","",""
