"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"TOTO北海道販売(株)","R.5.1.20","R.5.5.20","三井住友","北九州","336662","",""
"TOTO北海道販売(株)","R.5.2.20","R.5.6.20","三井住友","北九州","263554","",""
"TOTO北海道販売(株)","R.5.3.20","R.5.7.20","三井住友","北九州","518906","",""
"日東物産(株)","R.5.1.20","R.5.4.30","中国","岡山流通センター","1837418","きらぼし御徒町","割引"
"日東物産(株)","R.5.2.20","R.5.5.31","中国","岡山流通センター","192522","",""
"日東物産(株)","R.5.3.15","R.5.6.30","中国","岡山流通センター","359370","",""
"(株)バイタルシステム","R.4.11.30","R.5.4.5","城北信金","赤羽西口","311630","セブン産業(株)","裏書譲渡"
"(株)バイタルシステム","R.4.12.31","R.5.5.5","城北信金","赤羽西口","1886104","セブン産業(株)","裏書譲渡"
"(株)バイタルシステム","R.5.1.31","R.5.6.5","城北信金","赤羽西口","624140","セブン産業(株)","裏書譲渡"
"(株)バイタルシステム","R.5.3.31","R.5.8.5","城北信金","赤羽西口","1205050","",""
"(株)函館新成建材","R.4.12.15","R.5.4.25","北海道","函館","744906","ネポン(株)","裏書譲渡"
"(株)函館新成建材","R.5.1.16","R.5.5.25","北海道","函館","150968","",""
"(株)函館新成建材","R.5.2.15","R.5.6.25","北海道","函館","124448","",""
"(株)函館新成建材","R.5.3.15","R.5.7.25","北海道","函館","255494","",""
"(株)ハマネツ","R.4.1.31","R.5.4.30","みずほ","浜松","11570306","",""
"(株)ハマネツ","R.5.1.31","R.5.5.31","みずほ","浜松","14344584","",""
"(株)ハマネツ","R.5.2.28","R.5.6.30","みずほ","浜松","8926269","",""
"(株)ハマネツ","R.5.3.31","R.5.7.31","みずほ","浜松","7449915","",""
"(株)ハヤカワコーポレーション","R.4.12.26","R.5.4.30","西日本シティ","福岡","178618","",""
"(株)ハヤカワコーポレーション","R.5.1.25","R.5.5.31","西日本シティ","福岡","286541","",""
"(株)ハヤカワコーポレーション","R.5.2.27","R.5.6.30","西日本シティ","福岡","1967656","",""
"(株)ハヤカワコーポレーション","R.5.3.27","R.5.7.31","西日本シティ","福岡","1261231","",""
"(株)平田商会","R.5.2.11","R.5.5.25","八十二","飯田東","269902","",""
"計","","","","","","",""
