"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"東信建材(株)","5.6.30","5.9.30","三菱UFJ銀行","日暮里","3779756","",""
"","5.7.31","5.10.31","","","3000000","",""
"","5.7.31","5.10.31","","","52033","",""
"","5.8.31","5.11.30","","","5000000","",""
"","5.8.31","5.11.30","","","1211775","",""
"三信通商(株)","5.8.20","5.11.20","三菱UFJ銀行","銀座","1962208","",""
"長江建材工業(株)","5.6.30","5.9.30","みずほ銀行","板橋","9107340","",""
"","5.7.31","5.10.31","","","3236722","",""
"","5.8.31","5.11.30","","","5000000","",""
"","5.8.31","5.11.30","","","2305237","",""
"ウチダ商事(株)","5.6.20","5.9.30","三井住友銀行","池袋","9327033","",""
"","5.7.20","5.10.31","","","175448","",""
"","5.8.25","5.11.30","","","10000000","",""
"","5.8.25","5.11.30","","","3000000","",""
"","5.8.25","5.11.30","","","121436","",""
"スミセ建材(株)","5.7.31","5.10.31","三井住友銀行","東京(営)","4453873","",""
"","5.8.31","5.11.30","","","1206810","",""
"三谷商事(株)","5.6.30","5.9.30","福井銀行","本店(営)","4708569","",""
"","5.7.31","5.10.31","北陸銀行","福井","10000000","",""
"","5.7.31","5.10.31","北陸銀行","福井","1043637","",""
"","5.8.31","5.11.30","福井銀行","本店(営)","5000000","",""
"","5.8.31","5.11.30","福井銀行","本店(営)","1899433","",""
"山一興産(株)","5.6.30","5.9.30","千葉銀行","浦安","3000000","",""
"合計","","","","","","",""
