"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"エー・エス・ジー(株)","令5.2.25","令5.6.25","観音寺信金","四国中央","353100","",""
"〃","令5.3.25","令5.7.25","観音寺信金","四国中央","409860","",""
"クリーン・テクノロジー(株)","令4.12.29","令5.4.30","第四北越","長岡北","687060","","でんさい"
"〃","令5.2.28","令5.6.30","第四北越","長岡北","505340","","でんさい"
"〃","令5.3.31","令5.7.31","第四北越","長岡北","1520310","","でんさい"
"シマヤ工業(株)","令5.1.5","令5.4.5","横浜","平塚","1323630","",""
"〃","令5.2.6","令5.5.8","横浜","平塚","883520","",""
"〃","令5.3.6","令6.6.5","横浜","平塚","1103135","",""
"シンフォニアテクノロジー(株)","令5.1.31","平5.4.25","みずほ","内幸町営業部","10000000","",""
"〃","令5.1.31","平5.4.25","みずほ","内幸町営業部","1106048","",""
"〃","令5.2.28","令5.5.25","みずほ","内幸町営業部","4196165","",""
"〃","令5.3.31","令5.6.25","みずほ","内幸町営業部","2000000","",""
"〃","令5.3.31","令5.6.25","みずほ","内幸町営業部","1875211","",""
"セパック工業(株)","令5.3.31","令5.8.31","きらぼし","麻布","1028500","",""
"ヒロホー(株)","令5.1.20","令5.4.20","中国","広島西","4433990","",""
"〃","令5.2.20","令5.5.20","中国","広島西","350900","",""
"〃","令5.3.20","令5.6.20","中国","広島西","1287990","",""
"その他合計","","","","","21671366","",""
"計","","","","","271243955","内割引手形裏書手形",""
