"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"紅産業(株)","令4.12.28","令5.4.30","百十四銀行大阪支店","","284869","",""
"紅産業(株)","令5.2.28","令5.6.30","百十四銀行大阪支店","","659764","",""
"高梨綿業(株)","令5.1.11","令5.4.5","みずほ銀行船場支店","","140004","",""
"高梨綿業(株)","令5.2.10","令5.5.8","みずほ銀行船場支店","","226096","",""
"高梨綿業(株)","令5.3.7","令5.6.5","みずほ銀行船場支店","","168753","",""
"(株)ホビーラホビーレ","令4.12.31","令5.4.20","みずほ銀行大森","","287273","",""
"丸八(株)","令5.3.10","令5.6.16","三菱UFJ銀行一官支店","","142538","",""
"桑村繊維(株)","令5.3.20","令5.6.27","商工中金神戸支店","","685872","",""
"小計","","","","","2595169","",""
"北高(株)","令5.2.10","令5.4.10","中国銀行福山支店","","878390","","電子債権"
"北高(株)","令5.3.10","令5.5.10","中国銀行福山支店","","927573","","電子債権"
"田村駒(株)","令5.1.31","令5.4.21","中国銀行福山支店","","4775189","","電子債権"
"田村駒(株)","令5.2.28","令5.5.22","中国銀行福山支店","","2975875","","電子債権"
"田村駒(株)","令5.3.31","令5.6.21","中国銀行福山支店","","3395372","","電子債権"
"豊島(株)","令5.1.31","令5.5.1","中国銀行福山支店","","471113","","電子債権"
"豊島(株)","令5.2.28","令5.5.28","中国銀行福山支店","","672842","","電子債権"
"豊島(株)","令5.3.31","令5.6.29","中国銀行福山支店","","298936","","電子債権"
"スタイレム瀧定大阪(株)","令5.1.31","令5.4.30","中国銀行福山支店","","3580677","","電子債権"
"裕イレム瀧定大阪(株)","令5.2.28","令5.5.31","中国銀行福山支店","","7708894","","電子債権"
"然イレム瀧定大阪(株)","令5.3.31","令5.6.30","中国銀行福山支店","","3483192","","電子債権"
"セーレン(株)","令5.2.15","令5.4.7","中国銀行福山支店","","579702","","電子債権"
"セーレン(株)","令5.3.15","令5.5.5","中国銀行福山支店","","785099","","電子債権"
"コスモテキスタイル(株)","令4.12.28","令5.4.7","中国銀行福山支店","","4619657","","電子債権"
"計","","","","","","",""
