"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"熱技術開発","","2023.4.5","","","726000","","裏書手形"
"永和工業","","2023.4.2","","","704000","","裏書手形"
"永興","","2023.4.15","","","836000","","裏書手形"
"中和機械","","2023.5.5","","","2552000","","裏書手形"
"大紀アルミニウム工業所","","2023.4.10","","","1287000","","裏書手形"
"永興","","2023.5.15","","","583000","","裏書手形"
"住友化学","","2023.6.5","","","544500","","裏書手形"
"熱技術開発","","2023.6.5","","","638000","","裏書手形"
"千代田商事","","2023.5.31","","","290400","","裏書手形"
"ミツミシステム","","2023.6.30","","","176000","","裏書手形"
"石井機械製作所","","2023.5.31","","","9110000","","裏書手形"
"住友化学","","2023.7.5","","","2937000","","裏書手形"
"小計","","","","","20383900","",""
"計","","","","","","",""
