"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"常盤産業(株)","4.11.20","5.4.20","名古屋","上前津","5193100","",""
"(株)藤田製作所","4.12.5","5.4.5","千葉興業","茂原","1256673","",""
"常盤産業(株)","4.12.20","5.5.20","名古屋","上前津","1116720","",""
"旭商工社","4.12.31","5.4.30","横浜","横浜駅前","2794000","",""
"","4.12.27","5.4.30","みずほ","江戸川橋","6998348","",""
"(株)藤田製作所","5.1.5","5.5.5","千葉興業","茂原","1023319","",""
"常盤産業(株)","5.1.20","5.6.20","名古屋","上前津","4092110","",""
"","5.1.31","5.5.31","みずほ","江戸川橋","5139323","",""
"(株)北村製作所","5.2.15","5.7.31","七十七","山下","1725185","",""
"常盤産業(株)","5.2.20","5.7.20","名古屋","上前津","4480520","",""
"秋田日産スプリング(株)","5.2.28","5.6.30","秋田","鷹巣","1639000","",""
"","5.2.28","5.6.30","みずほ","江戸川橋","3664070","",""
"(株)藤田製作所","5.3.5","5.7.5","千葉興業","茂原","1790954","",""
"亀井機工(株)","4.3.10","5.7.25","百五","本店","8985826","",""
"(株)北村製作所","5.3.15","5.8.31","七十七","山下","1195260","",""
"常盤産業(株)","5.3.20","5.8.20","名古屋","上前津","5332910","",""
"高松機械工業(株)","5.3.20","5.7.20","北国","本店","1638596","",""
"エムケイ","5.3.31","5.7.31","静岡","清水中央","7480000","",""
"椿本興業(株)","5.3.31","5.6.30","三菱FJ","大阪","3504725","",""
"受取手形その他","","","","","5591361","",""
"植田酪農機工業(株)","4.11.30","5.4.5","阿波","江戸川","28884900","",""
"植田酪農機工業(株)","4.11.30","5.5.2","阿波","江戸川","4535300","",""
"中村留精密工業(株)","4.11.30","5.5.1","","","1920930","",""
"計","","","","","","",""
