"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"東京阪村機械(株)","R4.10.20","R5.3.15","埼玉りそな幸手","","767800","",""
"(株)カワグチキカイ","R4.10.25","R5.3.5","静岡草薙","","514470","",""
"東洋工機(株)","R4.11.18","R5.3.20","静岡島田","","254320","",""
"(株)大石機械製作所","R4.11.21","R5.3.27","スルガ富士","","405900","",""
"東京阪村機械(株)","R4.11.21","R5.4.15","埼玉りそな幸手","","330000","",""
"(株)尾崎歯切工場","R4.11.30","R5.3.31","三菱UFJ本所中央","","277200","",""
"南工業(株)","R4.11.30","R5.3.31","静岡大井町","","527596","",""
"(株)三幸製作所","R4.12.20","R5.5.8","静岡富士宮","","363000","",""
"(株)共和歯車製作所","R4.12.20","R5.4.20","みずほ川口","","3000000","",""
"〃","R4.12.20","R5.4.20","みずほ川口","","587650","",""
"(株)ユニテックギア","R4.12.20","R5.4.30","武蔵野浦和","","920000","",""
"アスカ工業(株)","R4.12.28","R5.4.30","三井住友厚木","","214500","",""
"(株)カワグチキカイ","R4.12.26","R5.5.5","静岡草薙","","435270","",""
"(株)エムテクノ","R4.12.31","R5.4.30","三島信用下土狩","","113300","",""
"(株)尾崎歯切工場","R4.12.27","R5.4.30","三菱UFJ本所中央","","1130800","",""
"(株)京都製作所","R4.12.20","R5.4.10","三菱UFJ京都","","297000","",""
"飯田歯車(株)","R5.1.10","R5.4.10","瀧野川信用蕨","","682000","",""
"東京阪村機械(株)","R5.1.20","R5.6.15","埼玉りそな幸手","","214500","",""
"(株)カワグチキカイ","R5.1.25","R5.6.5","静岡草薙","","419980","",""
"東京工装(株)","R5.2.5","R5.6.5","三井住友日本橋","","132000","",""
"(株)ユニテックギア","R5.2.20","R5.6.30","武蔵野浦和","","1100000","",""
"(株)斉藤鉄工所","R5.2.20","R5.6.23","静岡吉原北","","228000","",""
"西川鉄工(株)","R5.2.27","R5.6.10","静岡鷹岡","","225060","",""
"計","","","","","","",""
