"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)関西パーツ","5.3.3","5.5.31","池田泉州銀行","藤井寺支店","2000000","商工組合中央金庫静岡支店","(株)アキタ"
"同上","5.3.3","5.5.31","同上","同上","1332571","同上","同上"
"同上","5.3.3","5.6.5","三十三銀行","赤目支店","626615","同上","(有)ヨシダケミカル"
"同上","5.3.3","5.6.30","群馬銀行","小山支店","544830","同上","規格工業(株)"
"安達鋼業(株)","5.3.8","5.6.12","関西みらい銀行","今里支店","1862973","同上","(株)垣内螺子商会"
"同上","5.3.8","5.6.17","三菱UFJ銀行","堺支店","2000000","同上","(株)三星製作所"
"藤田螺子工業(株)","5.3.9","5.7.10","同上","柳橋支店","1473833","清水銀行興津支店",""
"割引手形計","","","","","74437426","",""
"(株)ジューキ","4.12.5","5.4.20","埼玉りそな銀行","北本支店","13821149","静岡銀行興津支店",""
"トーブツテクノ(株)","4.12.20","5.4.20","三井住友銀行","船場支店","272320","同上",""
"協立軽金属(株)","4.12.26","5.4.20","同上","十三支店","578871","同上",""
"(株)オオヤマ","4.12.27","5.4.30","りそな銀行","布施口支店","3933633","同上",""
"(株)マルエム","4.12.28","5.4.30","商工組合中央金庫","船場支店","1059798","同上",""
"ケーエム精工(株)","4.12.31","5.4.30","三井住友銀行","小坂支店","1107509","同上",""
"(株)ジューキ","5.1.5","5.5.20","埼玉りそな銀行","北本支店","14160687","同上",""
"(株)マルエム","5.1.5","5.4.30","商工組合中央金庫","船場支店","1210133","同上","(株)関西パーツ"
"トーブツテクノ(株)","5.1.20","5.5.22","三井住友銀行","同上","355410","同上",""
"協立軽金属(株)","5.1.25","5.5.20","同上","十三支店","1150072","同上",""
"(株)オオヤマ","5.1.31","5.5.31","りそな銀行","布施口支店","2657600","同上",""
"ケーエム精工(株)","5.1.31","5.5.31","三井住友銀行","小坂支店","1469111","同上",""
"(株)マルエム","51.31","5.5.31","商工組合中央金庫","船場支店","1358624","同上",""
"(株)ジューキ","5.2.6","5.6.20","埼玉りそな銀行","北本支店","11781063","同上",""
"合計","","","","","","",""
