"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"本田機工(株)","R4.11.25","R5.4.5","福岡銀行箱崎支店","","350353","","YY38065"
"太陽技建工業(株)","R4.12.5","R5.4.5","西京銀行仙崎支店","","198000","","SR200153"
"(株)武田組","R5.1.5","R5.4.5","山口銀行徳佐支店","","350000","","BB26664"
"(株)テクノウエル","R4.11.25","R5.4.10","山口銀行室積支店","","412247","","BB15214"
"山陽鋼機建設(株)","R4.12.26","R5.4.10","西中国信用金庫小郡支店","","1233496","","Y411090"
"クロセ(株)","R5.1.10","R5.4.10","西京銀行仙崎支店","","205590","","500274"
"田中建設(株)","R5.1.10","R5.4.10","西京銀行萩支店","","4319394","","SR200001"
"(有)国安電気","R4.12.12","R5.4.15","山口銀行萩支店","","282665","","AY52779"
"指月建設(株)","R5.1.16","R5.4.15","山口銀行萩支店","","1228000","","BB47164"
"(株)黒瀬組","R4.12.20","R5.4.20","山口銀行長門支店","","521000","","BA48786"
"(株)岡藤組","R5.1.10","R5.4.20","山口銀行油谷支店","","1015230","","BB53373"
"(株)M.I.W","R5.1.15","R5.4.20","西京銀行美祢支店","","2000000","","SA056022"
"ヤマネ鉄工建設(株)","R4.12.26","R5.4.25","山口銀行長門支店","","17180000","","AC56033"
"協和建設工業(株)","R5.1.16","R5.4.25","山口銀行萩支店","","2000000","","BC13537"
"協和建設工業(株)","R5.1.16","R5.4.25","山口銀行萩支店","","1996697","","BC13536"
"(株)北浦建設","R5.1.20","R5.4.28","萩山口信用金庫松本支店","","1500000","","TW002500"
"(株)サンワ","R5.2.27","R5.4.28","山口銀行江崎支店","","1183664","","BA81283"
"トーフレ(株)","R4.12.15","R5.4.30","三菱UFJ銀行天神橋支店","","185802","","VB23261"
"嶋村化成(株)","R4.12.15","R5.4.30","萩山口信用金庫新川支店","","182296","","TT003495"
"(株)西日本設備サービス","R4.12.20","R5.4.30","山口銀行萩支店","","4953398","","BA98622"
"(株)西日本設備サービス","R4.12.20","R5.4.30","山口銀行萩支店","","10000000","","BA98621"
"(株)筑波化成","R4.12.27","R5.4.30","三菱UFJ銀行本店","","168679","","UK90982"
"(有)松田鉄工所","R4.12.26","R5.4.30","山口銀行萩支店","","2298809","","BA94919"
"計","","","","","","",""
