file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,account,account,amount_0,構成比,II決算額,amount_5,,,,,,,,,,,,,,,
,,,1,Ⅰ売上高,Ⅰ売上高,"(562,859,580)",(100.0),"(606,770,963)",(100.0),,,,,,,,,,,,,,,
,,,2,売上高,売上高,"562,859,580",100.0,"606,770,963",100.0,,,,,,,,,,,,,,,
,,,3,Ⅱ売上原価,Ⅱ売上原価,"(487,527,254)",(86.6),"(524,717,089)","(86,5)",,,,,,,,,,,,,,,
,,,4,期首棚卸高,期首棚卸高,"79,912,167",14.2,"115,206,084",19.0,,,,,,,,,,,,,,,
,,,5,車両商品仕入高,車両商品仕入高,"501,682,224",89.1,"498,289,499",82.1,,,,,,,,,,,,,,,
,,,6,仕入諸掛費,仕入諸掛費,"5,339,686",0.9,"6,009,250",1.0,,,,,,,,,,,,,,,
,,,7,加修・部品代,加修・部品代,"15,799,261",2.8,"17,304,050",2.9,,,,,,,,,,,,,,,
,,,8,合計,合計,"602,733,338",107.1,"636,808,883",105.0,,,,,,,,,,,,,,,
,,,9,期末棚卸高,期末棚卸高,"115,206,084",20.5,"112,091,794",18.5,,,,,,,,,,,,,,,
,,,10,売上総利益,売上総利益,"75,332,326",13.4,"82,053,874",13.5,,,,,,,,,,,,,,,
,,,11,Ⅲ販売費及び一般管理費,Ⅲ販売費及び一般管理費,"(72,998,430)",(13.0),"(74,523,505)",(12.3),,,,,,,,,,,,,,,
,,,12,販売費及び一般管理費一,販売費及び一般管理費一,"72,998,430",13.0,"74,523,505",12.3,,,,,,,,,,,,,,,
,,,13,営業利益,営業利益,"2,333,896",0.4,"7,530,369",1.2,,,,,,,,,,,,,,,
,,,14,Ⅳ営業外収益,Ⅳ営業外収益,"(2,603,333)",(0.5),"(826,763)",(0.1),,,,,,,,,,,,,,,
,,,15,受取利息,受取利息,794,0.0,"1,263",0.0,,,,,,,,,,,,,,,
,,,16,受取配当金,受取配当金,500,0.0,500,0.0,,,,,,,,,,,,,,,
,,,17,雑収入,雑収入,"2,602,039",0.5,"825,000",0.1,,,,,,,,,,,,,,,
,,,18,Ⅴ営業外費用,Ⅴ営業外費用,"(2,783,907)",(0.5),"(2,899,319)",(0.5),,,,,,,,,,,,,,,
,,,19,支払利息,支払利息,"2,617,125",0.5,"2,723,763",0.4,,,,,,,,,,,,,,,
,,,20,雑損失,雑損失,"166,782",0.0,"175,556",0.0,,,,,,,,,,,,,,,
,,,21,経常利益,経常利益,"2,153,322",0.4,"5,457,813",0.9,,,,,,,,,,,,,,,
,,,22,Ⅵ特別利益,Ⅵ特別利益,"(520,722)",(0.1),"(1,761,512)",(0.3),,,,,,,,,,,,,,,
,,,23,固定資産売却益,固定資産売却益,"520,722",0.1,"1,761,512",0.3,,,,,,,,,,,,,,,
,,,24,Ⅶ特別損失,Ⅶ特別損失,"(86,672)",(0.0),(0),(0.0),,,,,,,,,,,,,,,
,,,25,固定資産売却損,固定資産売却損,"86,672",0.0,0,0.0,,,,,,,,,,,,,,,
,,,26,税引前当期純利益,税引前当期純利益,"2,587,372",0.5,"7,219,325",1.2,,,,,,,,,,,,,,,
,,,27,法人税、住民税及び事業税,法人税、住民税及び事業税,"336,200",0.1,"1,522,600",0.3,,,,,,,,,,,,,,,
,,,28,当期純利益,当期純利益,"2,251,172",0.4,"5,696,725",0.9,,,,,,,,,,,,,,,
