ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,896000,202507,借入先名称(氏名),借入先名称(氏名),,借入先所在地(住所),借入先所在地(住所),法人・代表者との関係,法人・代表者との関係,利率,利率,期末現在高,期末現在高,期中の支払利子額,期中の支払利子額,担保の内容,
,,2,000,896000,202507,三井住友銀行/長田支店,三井住友銀行/長田支店,,神戸市長田区四番町8-1-3,神戸市長田区四番町8-1-3,,,,,0,0,213091,213091,,
,,3,000,896000,202507,商工中金/神戸支店,商工中金/神戸支店,,神戸市中央区伊藤町111,神戸市中央区伊藤町111,,,,,50000000,50000000,327758,327758,,
,,4,000,896000,202507,みなと銀行/本店営業部,みなと銀行/本店営業部,,神戸市中央区三宮町2-1-1,神戸市中央区三宮町2-1-1,,,,,50000000,50000000,33219,33219,,
,,5,000,896000,202507,短期借入金計,短期借入金計,,,,,,,,100000000,100000000,574068,574068,,
,,6,000,896000,202507,三井住友銀行/長田支店,三井住友銀行/長田支店,,神戸市長田区四番町8-1-3,神戸市長田区四番町8-1-3,,,,,281276000,281276000,650193,650193,,
,,7,000,896000,202507,商工中金/神戸支店,商工中金/神戸支店,,神戸市中央区伊藤町111,神戸市中央区伊藤町111,,,,,184166000,184166000,1168697,1168697,,
,,8,000,896000,202507,日本政策金融公庫,日本政策金融公庫,,神戸市中央区浪速町27,神戸市中央区浪速町27,,,,,212022000,212022000,601377,601377,,
,,9,000,896000,202507,みなと銀行/本店営業部,みなと銀行/本店営業部,,神戸市中央区三宮町2-1-1,神戸市中央区三宮町2-1-1,,,,,169812000,169812000,733457,733457,,
,,10,000,896000,202507,長期借入金計,長期借入金計,,,,,,,,847276000,847276000,3153724,3153724,,
,,11,000,896000,202507,,,,合計,合計,,,,,947276000,947276000,3727792,3727792,,
