ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,902056,202507,(流動資産),(流動資産),,"(4,355,735,110)","(4,355,735,110)",,,,,,,,,,
,,2,000,902056,202507,普通預金,普通預金,,"475,587,206","475,587,206",,,,,,,,,,
,,3,000,902056,202507,売掛金,売掛金,,"2,183,981,676","2,183,981,676",,,,,,,,,,
,,4,000,902056,202507,未収入金,未収入金,,"263,881,306","263,881,306",,,,,,,,,,
,,5,000,902056,202507,商品,商品,,"1,434,626,463","1,434,626,463",,,,,,,,,,
,,6,000,902056,202507,立替金,立替金,,"1,407,459","1,407,459",,,,,,,,,,
,,7,000,902056,202507,貸倒引当金,貸倒引当金,,"▲3,749,000","▲3,749,000",,,,,,,,,,
,,8,000,902056,202507,(固定資産),(固定資産),,"(2,747,334,550)","(2,747,334,550)",,,,,,,,,,
,,9,000,902056,202507,(投資その他資産),(投資その他資産),,"(2,747,334,550)","(2,747,334,550)",,,,,,,,,,
,,10,000,902056,202507,関係会社株式,関係会社株式,,"2,442,978,137","2,442,978,137",,,,,,,,,,
,,11,000,902056,202507,出資金,出資金,,"10,000","10,000",,,,,,,,,,
,,12,000,902056,202507,長期貸付金,長期貸付金,,"300,845,437","300,845,437",,,,,,,,,,
,,13,000,902056,202507,保証金,保証金,,"3,500,976","3,500,976",,,,,,,,,,
,,14,000,902056,202507,資産合計,資産合計,,"7,103,069,660","7,103,069,660",,,,,,,,,,
,,15,000,902056,202507,(流動負債),(流動負債),,"(4,316,498,285)","(4,316,498,285)",,,,,,,,,,
,,16,000,902056,202507,買掛金,買掛金,,"1,814,844,903","1,814,844,903",,,,,,,,,,
,,17,000,902056,202507,短期借入金,短期借入金,,"1,290,000,000","1,290,000,000",,,,,,,,,,
,,18,000,902056,202507,未払金,未払金,,"1,190,501,182","1,190,501,182",,,,,,,,,,
,,19,000,902056,202507,夫払法人税等,夫払法人税等,,"21,152,200","21,152,200",,,,,,,,,,
,,20,000,902056,202507,負債合計,負債合計,,"4,316,498,285","4,316,498,285",,,,,,,,,,
,,21,000,902056,202507,(株主資本),(株主資本),,"(2,786,571,375)","(2,786,571,375)",,,,,,,,,,
,,22,000,902056,202507,(資本金),(資本金),,"(80,020,000)","(80,020,000)",,,,,,,,,,
,,23,000,902056,202507,(資本剰余金),(資本剰余金),,"(2,421,655,836)","(2,421,655,836)",,,,,,,,,,
,,24,000,902056,202507,その他資本剰余金,その他資本剰余金,,"2,421,655,836","2,421,655,836",,,,,,,,,,
,,25,000,902056,202507,(利益剰余金),(利益剰余金),,"(360,135,539)","(360,135,539)",,,,,,,,,,
,,26,000,902056,202507,(その他利益剰余金),(その他利益剰余金),,"(360,135,539)","(360,135,539)",,,,,,,,,,
,,27,000,902056,202507,繰越利益剰余金,繰越利益剰余金,,"360,135,539","360,135,539",,,,,,,,,,
,,28,000,902056,202507,自己株式,自己株式,,"▲75,240,000","▲75,240,000",,,,,,,,,,
,,29,000,902056,202507,純資産合計,純資産合計,,"2,786,571,375","2,786,571,375",,,,,,,,,,
,,30,000,902056,202507,負債純資産合計,負債純資産合計,,"7,103,069,660","7,103,069,660",,,,,,,,,,
