file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,account,account,amount_0,,,,,,,,,,,,,,,,,,
,,,1,(株主資本),(株主資本),,,,,,,,,,,,,,,,,,,
,,,2,資本金当期首残高及び当期末残高,資本金当期首残高及び当期末残高,"6,000,000",,,,,,,,,,,,,,,,,,
,,,3,新株式申込証拠金当期首残高及び当期末残高,新株式申込証拠金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,4,資本剰余金,資本剰余金,,,,,,,,,,,,,,,,,,,
,,,5,資本準備金当期首残高及び当期末残高,資本準備金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,6,その他資本剰余金当期首残高及び当期末残高,その他資本剰余金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,7,資本剰余金計当期首残高及び当期末残高,資本剰余金計当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,8,利益剰余金,利益剰余金,,,,,,,,,,,,,,,,,,,
,,,9,利益準備金当期首残高及び当期末残高,利益準備金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,10,その他利益剰余金,その他利益剰余金,,,,,,,,,,,,,,,,,,,
,,,11,別途積立金当期首残高及び当期末残高,別途積立金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,12,繰越利益剰余金当期首残高,繰越利益剰余金当期首残高,"▲42,122,032",,,,,,,,,,,,,,,,,,
,,,13,当期変動額当期純利益,当期変動額当期純利益,"▲4,564,082",,,,,,,,,,,,,,,,,,
,,,14,当期末残高,当期末残高,"▲46,686,114",,,,,,,,,,,,,,,,,,
,,,15,利益剰余金計当期首残高,利益剰余金計当期首残高,"▲42,122,032",,,,,,,,,,,,,,,,,,
,,,16,当期変動額,当期変動額,"▲4,564,082",,,,,,,,,,,,,,,,,,
,,,17,当期末残高,当期末残高,"▲46,686,114",,,,,,,,,,,,,,,,,,
,,,18,自己株式当期首残高及び当期末残高,自己株式当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,19,自己株式申込証拠金当期首残高及び当期末残高,自己株式申込証拠金当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,20,株主資本計当期首残高,株主資本計当期首残高,"▲36,122,032",,,,,,,,,,,,,,,,,,
,,,21,当期変動額,当期変動額,"▲4,564,082",,,,,,,,,,,,,,,,,,
,,,22,当期末残高,当期末残高,"▲40,686,114",,,,,,,,,,,,,,,,,,
,,,23,(評価・換算差額等),(評価・換算差額等),,,,,,,,,,,,,,,,,,,
,,,24,評価・換算差額等当期首残高及び当期末残高,評価・換算差額等当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,25,(新株予約権),(新株予約権),,,,,,,,,,,,,,,,,,,
,,,26,新株予約権当期首残高及び当期末残高,新株予約権当期首残高及び当期末残高,0,,,,,,,,,,,,,,,,,,
,,,27,純資産合計当期首残高,純資産合計当期首残高,"▲36,122,032",,,,,,,,,,,,,,,,,,
,,,28,当期変動額,当期変動額,"▲4,564,082",,,,,,,,,,,,,,,,,,
,,,29,当期末残高,当期末残高,"▲40,686,114",,,,,,,,,,,,,,,,,,
