,1,1,001,000312,202508,,,藤倉化成(株),藤倉化成(株),2515,30,30,20,,,5.1.31,5.1.31,みずほ/東京法人,みずほ/東京法人,,,,1616450,1616450,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,2,001,000312,202508,,,(株)システック牛島,(株)システック牛島,2516,30,30,20,,,5.1.31,5.1.31,福井/富山,福井/富山,,,,275000,275000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,3,001,000312,202508,,,パーカーアサヒ(株),パーカーアサヒ(株),2517,30,30,20,,,5.1.31,5.1.31,埼玉りそな/深谷,埼玉りそな/深谷,,,,2488200,2488200,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,4,001,000312,202508,,,デンカエラストリューション(株),デンカエラストリューション(株),2518,30,30,20,,,5.1.31,5.1.31,足利/深谷,足利/深谷,,,,104500,104500,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,5,001,000312,202508,,,(株)オリエンテック,(株)オリエンテック,2352,30,30,20,,,5.1.31,5.1.31,三菱UFJ/神田駅前,三菱UFJ/神田駅前,,,,2233000,2233000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,6,001,000312,202508,,,米山化学工業(株),米山化学工業(株),2519,30,30,20,,,5.1.31,5.1.31,三井住友/西野田,三井住友/西野田,,,,137500,137500,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,7,001,000312,202508,,,中国化薬(株),中国化薬(株),2146,30,30,20,,,5.2.10,5.2.10,広島/呉,広島/呉,,,,864600,864600,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
,1,8,001,000312,202508,,,藤倉化成(株),藤倉化成(株),2515,30,30,20,,,5.2.28,5.2.28,みずほ/東京法人,みずほ/東京法人,,,,220000,220000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
,1,9,001,000312,202508,,,(株)システック牛島,(株)システック牛島,2516,30,30,20,,,5.2.28,5.2.28,福井/富山,福井/富山,,,,462000,462000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
,1,10,001,000312,202508,,,米山化学工業(株),米山化学工業(株),2519,30,30,20,,,5.2.28,5.2.28,三井住友/西野田,三井住友/西野田,,,,616000,616000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
,1,11,001,000312,202508,,,群栄産業(株),群栄産業(株),2520,30,30,20,,,5.3.10,5.3.10,群馬/伊勢崎,群馬/伊勢崎,,,,193600,193600,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
,1,12,001,000312,202508,,,第一物産(株),第一物産(株),2855,30,30,20,,,5.3.10,5.3.10,富山/横田,富山/横田,,,,593596,593596,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
