20250724123100520,1,1,001,000054,202507,,,(株)三共建殿,(株)三共建殿,2557,30,30,20,4.12.12,4.12.12,5.4.10,5.4.10,,,,,,950000,950000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724123100520,1,2,001,000054,202507,,,中央建設(株),中央建設(株),2558,30,30,20,5.1.10,5.1.10,5.4.10,5.4.10,,,,,,16591244,16591244,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724123100520,1,3,001,000054,202507,,,中央建設(株),中央建設(株),2558,30,30,20,5.2.10,5.2.10,5.5.10,5.5.10,,,,,,19580000,19580000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724123100520,1,4,001,000054,202507,,,(株)片山組,(株)片山組,2559,30,30,20,5.1.25,5.1.25,5.5.22,5.5.22,,,,,,9840000,9840000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724123100520,1,5,001,000054,202507,,,河端建設(株),河端建設(株),2560,30,30,20,5.1.25,5.1.25,5.5.31,5.5.31,,,,,,4200000,4200000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724123100520,1,6,001,000054,202507,,,中央建設(株),中央建設(株),2558,30,30,20,5.3.10,5.3.10,5.6.10,5.6.10,,,,,,17000000,17000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724123100520,1,7,001,000054,202507,,,(株)片山組,(株)片山組,2559,30,30,20,5.2.27,5.2.27,5.6.20,5.6.20,,,,,,6260000,6260000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724123100520,1,8,001,000054,202507,,,(株)東映建工,(株)東映建工,2561,30,30,20,5.2.10,5.2.10,5.6.30,5.6.30,,,,,,2772000,2772000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724123100520,1,9,001,000054,202507,,,河端建設(株),河端建設(株),2560,30,30,20,5.3.31,5.3.31,5.6.30,5.6.30,,,,,,460000,460000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724123100520,1,10,001,000054,202507,,,小川建設(株),小川建設(株),2562,30,30,20,5.3.20,5.3.20,5.7.20,5.7.20,,,,,,410000,410000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724123100520,1,11,001,000054,202507,,,(株)片山組,(株)片山組,2559,30,30,20,5.3.27,5.3.27,5.7.20,5.7.20,,,,,,6050000,6050000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724123100520,1,12,001,000054,202507,,,(株)守谷商会,(株)守谷商会,2546,30,30,20,5.2.6,5.2.6,5.4.5,5.4.5,,,,,,8462340,8462340,,,,でんさい,でんさい,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250724123100520,1,13,001,000054,202507,,,(株)守谷商会,(株)守谷商会,2546,30,30,20,4.12.5,4.12.5,5.4.5,5.4.5,,,,,,5352340,5352340,,,,でんさい,でんさい,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250724123100520,1,14,001,000054,202507,,,白石建殻(株),白石建殻(株),2563,30,30,20,4.12.5,4.12.5,5.4.5,5.4.5,,,,,,4500000,4500000,,,,でんさい,でんさい,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250724123100520,1,15,001,000054,202507,,,(株)合田工務店,(株)合田工務店,2547,30,30,20,4.12.12,4.12.12,5.4.10,5.4.10,,,,,,46200000,46200000,,,,でんさい,でんさい,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250724123100520,1,16,001,000054,202507,,,(株)協栄組,(株)協栄組,2564,30,30,20,4.12.15,4.12.15,5.4.17,5.4.17,,,,,,1200000,1200000,,,,でんさい,でんさい,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
