20250723085601380,1,1,001,000143,202507,,,三光産業(株),三光産業(株),2131,30,30,20,5.5.31,5.5.31,5.9.30,5.9.30,三井住友銀行,三井住友銀行,,青山支店,青山支店,4540000,4540000,,,,未達分,未達分,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085601380,1,2,001,000143,202507,,,東和護謨化工(株),東和護謨化工(株),2132,30,30,20,5.6.20,5.6.20,5.9.30,5.9.30,三菱UFJ銀行,三菱UFJ銀行,,三宮支店,三宮支店,1138543,1138543,,,,未達分,未達分,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085601380,1,3,001,000143,202507,,,東和護謨化工(株),東和護謨化工(株),2132,30,30,20,5.6.20,5.6.20,5.9.30,5.9.30,三菱UFJ銀行,三菱UFJ銀行,,三宮支店,三宮支店,3000000,3000000,,,,未達分,未達分,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085601380,1,4,001,000143,202507,,,東和護謨化工(株),東和護謨化工(株),2132,30,30,20,5.6.20,5.6.20,5.9.30,5.9.30,三菱UFJ銀行,三菱UFJ銀行,,三宮支店,三宮支店,498753,498753,,,,未達分,未達分,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085601380,1,5,001,000143,202507,,,(株)オダ,(株)オダ,2165,30,30,20,5.6.26,5.6.26,5.10.25,5.10.25,名古屋銀行,名古屋銀行,,内田橋支店,内田橋支店,3000000,3000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085601380,1,6,001,000143,202507,,,(株)オダ,(株)オダ,2165,30,30,20,5.6.26,5.6.26,5.10.25,5.10.25,名古屋銀行,名古屋銀行,,内田橋支店,内田橋支店,805165,805165,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085601380,1,7,001,000143,202507,,,(株)愛洋産業,(株)愛洋産業,2133,30,30,20,5.6.30,5.6.30,5.10.20,5.10.20,三菱UFJ銀行,三菱UFJ銀行,,大曽根支店,大曽根支店,1388195,1388195,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085601380,1,8,001,000143,202507,,,三光産業(株),三光産業(株),2131,30,30,20,5.6.30,5.6.30,5.10.31,5.10.31,三井住友銀行,三井住友銀行,,青山支店,青山支店,2930000,2930000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085601380,1,9,001,000143,202507,,,東和護謨化工(株),東和護謨化工(株),2132,30,30,20,5.7.20,5.7.20,5.10.31,5.10.31,池田泉州銀行,池田泉州銀行,,神戸支店,神戸支店,4497951,4497951,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085601380,1,10,001,000143,202507,,,東和護謨化工(株),東和護謨化工(株),2132,30,30,20,5.7.20,5.7.20,5.10.31,5.10.31,池田泉州銀行,池田泉州銀行,,神戸支店,神戸支店,1269137,1269137,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
