,1,1,001,000100,202508,,,馬淵建設株,馬淵建設株,2640,30,30,20,令5.7.31,令5.7.31,令5.11.30,令5.11.30,横浜,横浜,,本店営業部,本店営業部,19550000,19550000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,2,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.7.25,令5.7.25,令5.11.30,令5.11.30,みずほ,みずほ,,大手町営業部,大手町営業部,20000000,20000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,3,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.7.25,令5.7.25,令5.11.30,令5.11.30,みずほ,みずほ,,大手町営業部,大手町営業部,5000000,5000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,4,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.7.25,令5.7.25,令5.11.30,令5.11.30,みずほ,みずほ,,大手町営業部,大手町営業部,600000,600000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,5,001,000100,202508,,,(株)合田工務店,(株)合田工務店,2547,30,30,20,令5.8.10,令5.8.10,令5.12.10,令5.12.10,みずほ,みずほ,,芝,芝,1400000,1400000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,6,001,000100,202508,,,馬淵建設(株),馬淵建設(株),2642,30,30,20,令5.8.31,令5.8.31,令5.12.31,令5.12.31,横浜,横浜,,本店営業部,本店営業部,16240000,16240000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,7,001,000100,202508,,,大成建設(株),大成建設(株),2643,30,30,20,令5.8.26,令5.8.26,令5.10.31,令5.10.31,みずほ信託,みずほ信託,,,,7100000,7100000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
,1,8,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.8.25,令5.8.25,令5.10.31,令5.10.31,みずほ,みずほ,,大手町営業部,大手町営業部,30000000,30000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
,1,9,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.8.25,令5.8.25,令5.10.31,令5.10.31,みずほ,みずほ,,大手町営業部,大手町営業部,5000000,5000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
,1,10,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.8.25,令5.8.25,令5.10.31,令5.10.31,みずほ,みずほ,,大手町営業部,大手町営業部,2000000,2000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
,1,11,001,000100,202508,,,大成ユーレック(株),大成ユーレック(株),2641,30,30,20,令5.8.25,令5.8.25,令5.10.31,令5.10.31,みずほ,みずほ,,大手町営業部,大手町営業部,1500000,1500000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
,1,12,001,000100,202508,,,馬淵建設株,馬淵建設株,2640,30,30,20,令5.9.30,令5.9.30,令6.1.31,令6.1.31,横浜,横浜,,本店営業部,本店営業部,13000000,13000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
,1,13,001,000100,202508,,,大成建設(株),大成建設(株),2643,30,30,20,令5.9.25,令5.9.25,令5.11.30,令5.11.30,みずほ信託,みずほ信託,,,,7200000,7200000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
,1,14,001,000100,202508,,,馬淵建設(株),馬淵建設(株),2642,30,30,20,令5.5.25,令5.5.25,令5.9.30,令5.9.30,横浜,横浜,,本店営業部,本店営業部,7790000,7790000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
