,1,1,001,000141,202508,,,マクセルクレハ,マクセルクレハ,2175,30,30,20,,,R5.4.20,R5.4.20,,,,,,1265000,1265000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,2,001,000141,202508,,,(株)セキソー,(株)セキソー,2176,30,30,20,,,R5.5.5,R5.5.5,,,,,,2740210,2740210,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,3,001,000141,202508,,,三井住友ファイナンス&リース,三井住友ファイナンス&リース,2177,30,30,20,,,R5.4.30,R5.4.30,,,,,,10000000,10000000,三井住友銀行東京営業部,三井住友銀行東京営業部,,割引手形,割引手形,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,4,001,000141,202508,,,三井住友ファイナンス&リース,三井住友ファイナンス&リース,2177,30,30,20,,,R5.4.30,R5.4.30,,,,,,5000000,5000000,三井住友銀行東京営業部,三井住友銀行東京営業部,,割引手形,割引手形,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,5,001,000141,202508,,,三井住友ファイナンス&リース,三井住友ファイナンス&リース,2177,30,30,20,,,R5.4.30,R5.4.30,,,,,,2193000,2193000,三井住友銀行東京営業部,三井住友銀行東京営業部,,割引手形,割引手形,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,6,001,000141,202508,,,(株)タケヒロ,(株)タケヒロ,2178,30,30,20,,,R5.5.31,R5.5.31,,,,,,2670800,2670800,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,7,001,000141,202508,,,マクセルクレハ(株),マクセルクレハ(株),2179,30,30,20,,,R5.6.20,R5.6.20,,,,,,148500,148500,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
,1,8,001,000141,202508,,,三和工業(株),三和工業(株),2180,30,30,20,,,R5.5.31,R5.5.31,,,,,,1882430,1882430,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
,1,9,001,000141,202508,,,三井住友ファイナンス&リース,三井住友ファイナンス&リース,2177,30,30,20,,,R5.5.31,R5.5.31,,,,,,10000000,10000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
,1,10,001,000141,202508,,,三井住友ファイナンス&リース,三井住友ファイナンス&リース,2177,30,30,20,,,R5.5.31,R5.5.31,,,,,,1341000,1341000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
