,1,1,001,000265,202508,,,(受取手形),(受取手形),2351,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,2,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令4.11.30,令4.11.30,令5.3.31,令5.3.31,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,20000000,20000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,3,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令4.12.31,令4.12.31,令5.4.30,令5.4.30,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,10000000,10000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,4,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令5.1.31,令5.1.31,令5.5.31,令5.5.31,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,10000000,10000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,5,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令4.11.30,令4.11.30,令5.3.31,令5.3.31,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,4131992,4131992,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,6,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令5.1.31,令5.1.31,令5.5.31,令5.5.31,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,3000000,3000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,7,001,000265,202508,,,スミメックエンジニアリング(株),スミメックエンジニアリング(株),2354,30,30,20,令5.2.28,令5.2.28,令5.6.30,令5.6.30,(株)伊予銀行新居浜支店,(株)伊予銀行新居浜支店,,,,2894674,2894674,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
,1,8,001,000265,202508,,,(株)丸菱商会,(株)丸菱商会,2355,30,30,20,令5.1.20,令5.1.20,令5.4.30,令5.4.30,三井住友銀行新居浜支店,三井住友銀行新居浜支店,,,,2676768,2676768,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
,1,9,001,000265,202508,,,川之江造機(株),川之江造機(株),2356,30,30,20,令5.2.16,令5.2.16,令5.7.10,令5.7.10,(株)広島銀行川之江支店,(株)広島銀行川之江支店,,,,2333100,2333100,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
,1,10,001,000265,202508,,,外35件,外35件,2357,30,30,20,,,,,,,,,,18341233,18341233,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
